"","Label","Pyruvate","Alanine.Sacrosine","Lactate","X2.Oxobutanoate","Acetoacetate","X3.Hydroxybutyric.acid","Serine","Glycerate","Uracil","Proline","Maleic.acid","Fumarate","X2.Keto.isovalerate","Acetyl.glycine","Valine.5.Aminopentanoic.acid","Succinate.Methylmalonic.acid","Threonine.Homoserine","Cysteine","Nicotinate","Taurine","Pyroglutamic.acid","Pipecolic.Acid","Citraconic.acid","Ketoleucine","Hydroxyproline.Aminolevulinate","N.Acetyl.L.alanine","Leucine.Isoleucine","Asparagine","Hydroxyisocaproic.acid","Ornithine","Malate","Homocysteine.Methylcysteine","Anthranilate","Acetylphosphate","Alpha.ketoglutarate","Glutamine","Lysine","X2.Oxo.4.methylthiobutanoate","Methionine","Ribose","X3.Methylphenylacetic.acid","Xanthine","Hydroxyphenylacetic.acid","X2.3.Dihydroxybenzoic.acid","Histidine","X2.Aminooctanoic.acid","Indole.3.carboxylic.acid","Phenylpyruvate","Phenylalanine","Phenyllactic.acid","Quinolinate","Phosphoenolpyruvate","Uric.acid","Dihydroxy.acetone.phosphate","Glyceraldehdye.3.phosphate","sn.Glycerol.3.phosphate","Aconitate","N.Acetyl.L.ornithine","Arginine","Acetyl.aspartate","Citrulline","Ascorbic.acid","N.Carbamoyl.L.aspartate","Allantoate","X2.Isopropylmalic.acid","Glucono._.lactone","Hydroxyphenylpyruvate","Glucose","X4.Pyridoxic.acid","X3.Phospho.serine","X3.Phosphoglycerate","N.Acetyl.glutamine","Acetyllysine","Kynurenic.acid","N.Acetyl.glutamate","Citrate.isocitrate","X2.Keto.D.gluconate","Erythrose.4.phosphate","Tryptophan","Xanthurenic.acid","Glucarate","Deoxyribose.phosphate","Pantothenate","Cystathionine","Deoxyuridine","Ribulose.5.phosphate","Ribose.5.phosphate","Pro.Asp..PD.","Val.Asp..VD.","Uridine","Leu.Asp..LD.","Glucosamine.1.6.phosphate","Glucose.1.6.phosphate","Fructose.6.phosphate","Inosine","X6.Phospho.D.gluconate","Chlorpropamide","Pantetheine","Xanthosine","D.Sedoheptulose.1.7.phosphate","S.Methyl.5..thioadenosine","X4.Phosphopantothenate","N.Acetyl.glucosamine.1.6.phosphate","dCMP","Glutathione","dTMP","CMP","UMP","Cyclic.AMP","dAMP","Fructose.1.6.bisphosphate","Trehalose.Sucrose","AMP","IMP","GMP","Xanthosine.5.phosphate","Sedoheptoluse.bisphosphate","Riboflavin","S.Adenosyl.L.homocysteine","Octoluse.bisphosphate","CDP","UDP","Trehalose.6.Phosphate","ADP","GDP","CDP.ethanolamine","FMN","X5.Methyl.THF","UTP","CDP.choline","UDP.D.glucose","UDP.D.glucuronate","ADP.D.glucose","UDP.N.acetyl.glucosamine","Glutathione.disulfide","FAD"
"160711-19","plasmaD21",84513024,46745984,8542025216,5437295,10659401,5895640,79253168,48858116,6778,58486876,135571904,98215104,25650326,24579154,167572112,2106973952,253951888,358.5,33922836,1658517504,999423,3065882,110330448,31822990,3039500,14827589,61221020,17227468,35180004,622490,539413120,203251,3636616,302184,1922518784,951928576,9075857,9941,82845240,27560196,2210750,1159050,5482963,3790096,7376848,12248840,1159310,26353008,205459824,8531026,164322,26739,388129792,3765900,40539,92333320,149525936,662435,4836086,44603640,100103888,44636,747611,530364,7543356,303782,30593830,1255356800,16381430,4953,358.5,3346,726048,4667830,26990262,20066674,12879131,3934,253839776,1136516,519895,11996,119698856,515009,1585962,8886264,21888,28323,2913,26599544,1127492,358.5,1454198,405522,13921,355461,432975360,358.5,1209799,133868,358.5,358.5,1545822,3144,1010215,4933,15863,9064,137885,358.5,358.5,13675754,4424,358.5,358.5,358.5,358.5,358.5,1807,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,4498,358.5
"160711-23","plasmaD21",61720264,19019616,4170826752,4996556,14260059,6255776,39993528,37670468,21201,30120862,25589024,32967594,61260412,56553600,167043280,834510592,184869760,1297,20112516,865344128,2483008,3070647,108713232,31451976,2392079,11873318,80544840,11574032,26343376,170800,68682592,186767,3041292,59510,682061632,686142272,8527865,1217391,86990192,17499136,733571,18984212,2120179,2124440,5426230,9179498,469249,6644398,156715232,4588798,158836,82525,209831424,461160,4365,27890002,88156928,1182323,3056710,22663878,63336748,298574,252350,694140,5287033,867434,13163159,778937344,11150204,3249,5590,4087,1072095,1983327,15349334,32351992,5438828,24479,216864320,324625,10623,8466,54511476,76376,1989859,185131,84976,9133,5820,17700236,35363,1532,216095,68807,18137,6135,426228704,3065,677879,8496,14792,358.5,429384,358.5,407552,4141,358.5,3719,110500,358.5,358.5,1348448,4846,358.5,358.5,358.5,4589,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,5685,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-35","plasmaD21",88567744,21984040,5020591104,9743678,14106695,6969290,63051680,40986780,32015,32280792,75745744,34461372,11183157,52946136,127942120,906055872,211363088,3159,15513447,803016000,2934430,2768458,130081152,32574966,2651350,11208784,56544464,15208050,25106052,332539,278655712,636027,3263186,142844,991974080,880067200,11104839,204618,63574064,25631194,2689297,93199320,2099691,2800946,6589005,15105625,747444,7170670,116860920,4112332,347047,438452,297030176,2341265,119904,63454032,169884128,354405,3897978,26917704,79237616,111425,673793,909124,7160998,594804,9860589,1146857344,9987120,4209,538266,3288,707868,2813376,12765104,973811072,10390742,19629,235742720,583214,179942,24440,70358824,427551,1409091,1673317,34093,12034,2657,24711872,47869,358.5,833827,529871,17343,272167,397937920,4099,1135703,18659,358.5,6977,938754,358.5,316880,4850,85635,3378,171830,5316,573985,6357912,5201,358.5,358.5,358.5,8136,358.5,3840,358.5,358.5,5781,358.5,41404,358.5,358.5,6272,358.5,358.5,358.5,358.5,358.5,358.5,358.5,49714,358.5
"160711-37","plasmaD21",81155880,10145166,4709509120,5135156,7083714,6168580,20270572,30101804,31945,21862308,52993880,27656634,72019808,52677476,89686560,857210112,84219960,21325,26739716,697952000,1351162,3414436,105608512,30436866,1182346,8797633,52113708,5699029,26632230,146466,179370656,162932,2802674,146388,725094976,813277504,7047370,151240,48219068,12658131,892144,1612094,2297410,2128428,5106114,15745418,459343,4159966,102137024,5106564,536983,163273,185940560,1354044,48688,50614016,131092072,562868,1937154,19331258,51800008,25358,342876,548824,6967508,490482,6669759,573287168,10477985,4795,256039,2965,655820,1135707,9793376,696860416,6987121,64320,177927872,206843,74889,9439,53074348,104891,616809,806669,21157,10712,2509,13560550,9379,1396,697956,202172,2813,5750,399457472,358.5,479371,13374,358.5,15592,312626,358.5,530041,358.5,18434,13927,252743,358.5,612938,1224471,3928,358.5,358.5,358.5,358.5,358.5,7007,358.5,358.5,358.5,358.5,19920,358.5,358.5,358.5,6460,358.5,358.5,358.5,358.5,358.5,358.5,13868,358.5
"160711-39","plasmaD21",156510160,45231512,8166601216,12563152,14549456,5178108,89157024,39350236,32706,45739832,132972200,64135768,64888912,46930540,217835264,1612980352,330802400,21601,34619400,1455443456,4604354,2648228,111387176,31981904,3347775,13996244,106307744,27154026,28594664,422077,543643200,391816,3503714,52592,966287744,1015838656,12907544,464598,101632816,29410824,1275500,4455218,3910719,521871,8617911,6801739,780891,16935240,209259248,6049022,2485805,509801,575789056,5911202,36808,89028336,211452656,471319,4893976,32236814,92250216,3262649,540556,366324,7467332,474538,22754838,1368363264,14951552,3684,92547,3314,917286,5717494,18735512,1206873600,11434318,28028,247089040,1160133,66045,117442,77495640,276716,1903507,2049917,124914,6330,4231,24900320,23819,358.5,815789,238201,20874,5601,398248896,358.5,1151612,4255,4572,5967,1632563,3221,882959,358.5,9701,3851,64911,358.5,75871,3748795,9007,358.5,358.5,358.5,358.5,5848,2602,358.5,358.5,358.5,358.5,5209,358.5,358.5,6371,358.5,358.5,358.5,358.5,358.5,358.5,358.5,140611,3222
"160711-43","plasmaD21",91875296,20207000,4303791616,15115297,13932381,6659159,52438372,42759940,13952,27946122,81085608,39615992,28965722,56811688,135089392,930459264,167073648,19256,38005096,1053774912,2021099,3235559,110791112,31201384,2257587,9433816,62783332,13009315,28688450,329744,310357344,360445,3993774,18805,1226575488,739976640,6987012,233790,60981936,21639532,1657106,99432408,3408133,2002501,5188294,28199236,740283,9480393,129940032,5721590,1611377,715604,202152016,8724116,22308,50058972,209217520,770596,4142657,30296550,74112312,52582,645757,635461,3119874,876671,11965036,933596288,14496024,7387,595752,3382,585074,7334476,16701893,1412505088,9033548,54769,239125792,1726412,46132,198487,66749652,343399,1351223,6312028,22536,3450,3519,24171472,63955,4831,1236952,296400,12029,259279,407117824,358.5,1021122,157002,358.5,358.5,1361896,7349,1554447,358.5,135754,4019,117753,358.5,52341,1377112,4040,3511,4722,358.5,358.5,358.5,27605,358.5,358.5,358.5,358.5,358.5,358.5,3025,9214,358.5,358.5,358.5,358.5,358.5,358.5,358.5,210005,358.5
"160711-49","plasmaD21",68103584,34754732,4123535104,5795290,13842074,7320558,67687432,36244244,24279,47879640,66630900,33733700,66947084,59721916,212643040,986287552,218186896,2624,22517808,1165809536,6414802,3664984,105793600,30860262,2676453,12199257,118966888,21590210,34924736,679667,250822064,495271,3888203,30872,636362112,943001536,14267390,585402,129906512,14592977,1126897,3241018,1230489,69348,9842524,19740046,1120319,6841646,194595888,6384985,1016618,319674,267934368,4129721,48179,53454848,172069216,755393,6497446,25503348,80374792,49828,416903,1285713,7369062,329850,5426443,684164480,11147942,3910,260304,14183,918915,3090904,14008351,977442688,9039412,31300,203881680,555580,1015383,524603,68043080,169333,2215517,1426635,54081,9594,2928,35071488,60596,358.5,598824,93214,16604,272490,381892768,3475,307204,25242,4770,358.5,1155031,358.5,339846,358.5,35162,4494,129118,358.5,508908,1870664,185090,358.5,358.5,358.5,5288,358.5,7008,358.5,358.5,358.5,358.5,7051,358.5,358.5,9296,358.5,358.5,358.5,358.5,358.5,358.5,358.5,32612,358.5
"160711-52","plasmaD21",85193560,13791124,4320258560,6289922,13230333,6794399,24107526,39676572,17298,29199152,153738960,59620948,61708460,86833944,146254368,1231675264,103563360,15633,57689796,992614080,2211013,3642148,111885232,30283082,1555586,13099878,76601992,6718078,32830914,157763,617832320,292205,3354697,41729,1660687360,857188288,6875986,174515,54158068,9794868,5031438,15329091,1570247,19036,6416526,18176286,843812,6693160,168949728,5695100,2060910,697095,293973184,7049742,62588,56309872,217897376,341542,3502470,38053320,56688952,45050,530625,905765,2792239,488236,11332206,393026784,19413400,4651,265634,13186,701358,3310712,17766040,1510067584,12032802,31795,215029328,966023,720988,413176,66137872,494200,1364757,2772958,14718,10693,2804,26828714,40165,358.5,1045765,158795,12425,4531,384910304,358.5,373540,148391,5125,5592,1668309,4644,873966,5707,257588,5635,98248,4548,332752,1802865,4642,358.5,36867,358.5,7404,4701,3427,358.5,358.5,358.5,358.5,6947,358.5,3176,21928,358.5,358.5,358.5,358.5,358.5,358.5,13575,231689,358.5
"160711-58","plasmaD21",113799600,38758608,4634356736,5773764,14702687,7918168,83583200,44100860,49652,42441748,62086712,28413348,38938228,52547712,225078256,937584064,251799920,14726,28738306,1101546624,2424756,1577961,113348400,30867800,3045184,13103558,111979552,26519952,31622676,723565,228003872,449139,3366465,41498,698101888,1119172608,12485299,220522,123116280,22859344,1277545,175794864,1692853,2430324,11479258,22403176,822550,10077563,247100080,5523368,2318172,868155,330452320,6821606,37059,77243872,144163728,708843,5949072,26380858,94204712,16539,626882,2057368,2606874,449001,5636700,1024810496,14629319,14137,451256,3579,919359,2846790,15930502,1229305088,11080684,18002,249220592,487816,2176332,154595,74729296,191479,2538325,1600649,2864,9367,6276,37369532,71861,2284,610527,264874,42807,294721,397274624,358.5,1565026,18047,4827,9416,931667,358.5,171974,4216,24746,3670,137691,358.5,284986,1701436,739421,358.5,4113,358.5,358.5,358.5,358.5,358.5,5906,358.5,358.5,5151,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,120760,358.5
"160711-67","plasmaD21",75219480,14907344,7362744320,5065952,17356432,8052114,26185732,23769674,17016,16205915,61807044,24764854,31084546,23828884,85757040,950749248,96214808,57539,30558744,688774144,2922350,1267245,101606912,31502408,796706,5050827,33789984,4416686,18079782,197259,219093936,46938,3484749,4917,539225664,328177728,6229284,55958,28588344,12114491,1152260,2137482,1618745,558192,3741153,32522524,510790,6039689,70121080,3444038,735524,760650,230248,3000681,15066,60027236,138251056,123107,2234684,17595986,38796728,7041,322608,268620,6462656,598931,5450136,559184320,9285758,4722,379764,3084,427088,2204925,11528088,672213376,5966024,15793,188328080,467643,41600,5545,58580128,145422,417287,1376979,10259,2046,6262,6565200,23156,358.5,1579350,82396,6153,501709,381465120,358.5,650947,68698,358.5,5888,1598201,358.5,587892,358.5,10279,59654,286335,358.5,5494,1483355,250673,358.5,16898,358.5,358.5,358.5,2906,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,236723,358.5
"160711-68","plasmaD21",162860064,54058036,8483347968,6155428,14430195,7601276,109226992,41966456,3598,55738956,192451184,75529696,34993188,23099840,199701568,1918210048,338977856,25931,28962170,1880126208,834938,3129979,99707800,31698384,3586828,12623467,90219040,35822740,24651468,698117,782907584,307586,3863988,6968,1363536256,1013247488,13151762,436700,127721832,27913838,1090703,111829016,1589007,48599,8064166,26266534,932506,15574639,233678416,5405663,1254608,1212565,476850496,8561142,7378,129062960,398483776,612236,5935197,38691528,123211088,8370,614585,582131,7342426,835682,16873746,1295779968,12013872,8027,877812,2837,875787,2827299,23939656,2103539200,13376642,8580,257443824,473982,441199,6067,87558792,942142,1909139,7161854,27190,15671,2558,21720884,124714,358.5,2385354,251949,19353,5598,381706944,358.5,2315685,170567,358.5,6817,3611893,4249,322814,358.5,7090,3309,110806,358.5,18420,6514052,253472,358.5,3534,358.5,358.5,5549,1940,358.5,358.5,358.5,358.5,4493,358.5,358.5,7675,358.5,358.5,358.5,358.5,358.5,358.5,358.5,441172,358.5
"160711-72","plasmaD21",116877480,22863494,5998308864,6803108,7312487,10632164,32790978,41618236,8601,33291474,76203088,41839340,65074584,62394420,148965248,940201152,149799648,6446,49938800,986547904,3780667,2978094,111109904,32031792,2307419,13868674,89365168,10156004,29769594,434532,287847296,286067,3411482,11133,950231424,640632384,8626691,512885,80254048,15678532,5770490,316757056,2626564,1287467,5804066,10135154,796983,6525782,162054320,4950281,1207862,664633,377172224,6290880,16285,113172336,193699312,604107,3366994,30764228,58564456,16905,663988,782275,7430772,1127423,7656162,512681440,11899233,3980,157277,2623,769966,1712986,20928678,1269391744,9921086,33502,211867728,280750,2769242,488280,76620776,186409,1334825,5211440,17082,9401,7768,16937438,52353,4532,2358852,1010374,1720,379865,381082720,358.5,6855568,489061,4271,14463,1586709,3316,640208,8950,54103,3457,316907,358.5,438169,858582,493119,68245,5664,358.5,13369,358.5,4187,358.5,358.5,358.5,358.5,5176,358.5,358.5,358.5,358.5,358.5,358.5,7683,358.5,358.5,59414,71155,358.5
"160711-73","plasmaD21",134746032,21514692,4098537216,5826409,13937147,8051279,68383824,48833920,5769,34788688,82255528,32679026,56047104,48532204,167503680,943249664,253709392,5750,21322000,871109696,1997180,2791756,108992200,30002706,2013864,11397921,79682824,12450006,32982784,288752,321839776,336910,3735468,4012,1196527360,894472000,14138310,130398,75737080,22528872,1945961,137593744,1784494,1477981,8343026,16249425,864680,9984234,190856992,5304322,1550029,1095467,396599360,9933101,25166,92645432,218807808,147636,4804086,26298978,83972208,2909,597550,871168,2607898,538506,10316181,973652416,12103745,10803,979256,3344,854393,3342486,16900130,1709605376,12611171,9719,236787600,797027,344866,12700,70570040,769686,1625355,3446014,21597,6482,11211,19883248,81067,358.5,1147470,266637,5716,6000,374952256,358.5,1875711,77238,4400,7466,1094657,358.5,1056442,358.5,46330,3242,133759,358.5,17371,4036934,247677,358.5,10471,358.5,358.5,358.5,2494,358.5,358.5,358.5,358.5,358.5,358.5,358.5,9916,358.5,358.5,358.5,5347,3544,358.5,8624,43112,358.5
"160711-74","plasmaD21",110157616,18693382,7173670912,5689786,13014056,8069954,23407612,47039028,8335,31474546,209550912,74146416,21057628,70859864,179876304,1607792384,76230840,25006,133372624,1207530112,6756397,3100342,109375472,30320282,729542,11977816,91670528,3426723,30712992,398500,858579008,150236,4112159,3581,1214732544,390873920,7889002,193209,47681544,4706086,1952229,94982552,2305483,321582,5390059,23865108,1173131,12207134,145516464,7063087,7064312,10621232,473145152,15168530,49725,132022896,255482896,483245,6572977,39122376,39374316,7508,1099395,1081471,10560098,978780,13245026,140434768,20106752,39514,10270486,3358,547197,6075286,28084342,2094454144,13784202,9154,209467184,1545228,104631,616193,78413552,271597,889220,18492892,6819,68422,21209,21910984,34476,2370,4059143,946542,12286,369770,384639552,358.5,1659380,2028127,358.5,15970,2857642,16424,2117604,76739,528588,23981,169671,23776,184391,6585042,8510049,14480,745722,358.5,358.5,15277,140290,358.5,358.5,358.5,358.5,358.5,358.5,24137,7898,358.5,358.5,358.5,135007,358.5,358.5,131224,795005,2824
"160711-84","plasmaD21",12915554,14342251,3598688512,6381142,17282032,3484074,34423592,1191084,52138,16477305,40211184,17219898,45467980,21456668,68413864,572461888,102065992,1544,9278047,437124640,1363349,551477,101738904,30247892,1474667,4760735,102956784,11278850,12257735,151808,138686560,148180,3110238,31744,372172288,503257120,4305655,176216,19084266,12662305,1324327,8027482,1139446,444086,2784435,23212958,211292,2776695,59118896,2282553,482363,129606,179168,639356,16297,45810832,67295104,13737,1227824,11187364,41984356,2086,131986,16793,3098842,2071297,3021977,587357056,5374588,10187,219664,8082,304810,741668,7158340,636060160,1994026,72907,197607504,33085,634949,187699,27964448,247019,27983,390863,75406,358.5,14476,2850822,5968,358.5,813918,109020,1547152,657397,129205480,358.5,489533,2024,358.5,358.5,409919,358.5,83297,358.5,11703,3459,211607,358.5,482321,861362,51151,358.5,3848,358.5,5815,358.5,358.5,358.5,358.5,358.5,358.5,29162,358.5,358.5,358.5,358.5,358.5,358.5,358.5,3039,358.5,358.5,13861,358.5
"160711-86","plasmaD21",76751632,11768561,3801950976,2881680,13559731,7437522,32583414,38811700,24454,22802142,91239648,36442268,56093728,67809016,134848128,920261952,151346720,12213,14079712,669155840,910327,2668039,105005528,31619652,1207545,9420702,68908408,9127358,28592346,212673,346188960,199631,3682161,9470,963501568,627723520,7467908,164087,42126908,13598598,2083519,1524440,2451126,1309355,5362720,12597411,557512,7359186,125949328,5514223,3357322,204984,171058208,1338104,10856,34877440,121004400,459313,2890145,24742848,53413644,14473,398462,1365156,2847081,1107952,9979573,589533248,12519100,4315,164210,2908,484376,4169729,12226492,859673600,8513450,44865,221265152,1093092,1083860,121415,62285748,66632,842062,698099,13363,2147,2483,15667201,34053,358.5,578570,54028,11579,5555,313639968,358.5,389008,8913,358.5,44076,718744,3411,112224,4650,14953,3366,227239,358.5,115686,1821668,176157,358.5,4187,358.5,358.5,358.5,2345,358.5,358.5,358.5,358.5,4371,358.5,358.5,4542,358.5,358.5,3078,358.5,358.5,358.5,358.5,103332,358.5
"160711-94","plasmaD21",42922628,5300962,3430380032,5956722,17529120,5581995,10292430,12000011,18598,8918566,24546272,11103970,62426424,17469694,33217624,466387744,33090726,4391,7530496,235550240,1099368,858409,102281272,30120890,204606,2349376,16850422,1742713,11356303,200343,60888444,28709,3040910,8645,118917248,181102224,1814256,114494,10033600,5139756,1106842,337905,1712227,295544,1070380,8289596,228606,2607536,21955682,2404292,435725,108832,55303,622365,16947,28144552,41037860,95368,53919,6031384,17010204,6677,116426,100263,4410020,441893,2028883,233471056,3528019,3209,218080,2891,148694,758147,5062094,223690272,1927030,8547,86779768,249472,19453,576841,20540900,26513,129398,1416603,2722,358.5,2828,3141322,2660,358.5,386973,86733,1156,5390,66129420,358.5,49188,22974,4786,358.5,312418,358.5,116424,358.5,358.5,358.5,39397,358.5,71678,2671374,31400,358.5,358.5,358.5,358.5,358.5,4151,358.5,358.5,358.5,358.5,4430,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,10141,358.5
"160711-95","plasmaD21",16694199,1923934,2039250944,6234182,11096416,7819268,2166641,4481942,14204,2927672,5017036,4132466,43732820,9099654,11218274,371209536,7363548,358.5,3172585,47205472,1545154,262301,102270112,30348248,262988,1252113,5646908,768919,5908791,19120,15798659,2291,2613903,14093,30756944,62752472,372278,9249,4988683,1777606,1779026,7058696,1761782,164792,506388,22029554,35559,603779,6128516,610820,117192,25420,18127,333110,77989,6104342,13957702,42211,120117,3111680,4571512,30508,11739,7907,7115716,511788,364463,76929288,1454333,3521,7376,5950,21729,128800,1731597,31242494,512531,52611,24493178,358.5,5777,16800,7936894,5434,65236,267163,2030,1832,4499,691727,3865,1045,20590,21620,6829,5795,12317274,358.5,86216,13922,358.5,358.5,4460,358.5,8677,4766,358.5,358.5,158519,358.5,358.5,113305,358.5,358.5,358.5,358.5,358.5,358.5,358.5,6782,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-96","plasmaD21",8876729,192903,222530272,6298128,9832015,3601226,69792,801951,47431,294358,10060882,2821282,54423872,1462553,471468,357024864,118039,358.5,231998,896283,1476520,38668,98013736,28768560,44086,234075,465052,25539,3061140,8065,9866850,1029,1711974,14305,7412464,899521,162157,358.5,675491,180589,1184391,181612,1821131,431040,71307,16864180,358.5,713003,348360,566036,104007,18315,2077,181801,233690,182335,7325274,729,4359,429036,106143,5616,4025,358.5,6170678,286415,40830,2393942,367596,3758,6154,3802,2925,6308,1051418,16290571,2073,6265,379174,5215,358.5,11515,4294227,358.5,855,39163,3485,358.5,2679,5550,7719,900,8605,19065,8439,10855,183401,358.5,358.5,113519,5576,358.5,358.5,358.5,3041,358.5,358.5,358.5,187447,358.5,358.5,37115,7864,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-10","plasmaD35",14810392,44723732,12073554944,10646081,16739998,7536350,69705168,42946288,2803,44374428,3183850,86813680,68546296,43599324,145046064,2270354176,213077136,14437,18497304,1656165248,351836480,1377621,17386034,32820720,1856574,16099454,67095456,18020530,46394588,396064,421958112,283141,3283778,11487,1314026880,1198215808,7608862,309174,61628532,26836648,1374511,7081122,1469518,3846273,8118330,12513726,1010371,17784882,160795120,9041785,95296,77895,643362688,57112,19571,73558344,290216320,747093,4575370,48096840,72866832,133146,12811,1137891,6930234,372286,14401286,1221374080,18407202,4172,358.5,3708,814085,4490245,25872206,9802930,12136778,13727,240084784,741741,6388,110847,212884384,65455,2070524,7956927,53946,8518,3130,29668602,12087,358.5,2082273,215636,18333,6256,439773952,358.5,1130736,145187,358.5,358.5,1907182,3140,301944,5046,4190,173271,80844,358.5,358.5,2140351,5487,358.5,358.5,358.5,358.5,14702,358.5,358.5,358.5,358.5,358.5,358.5,358.5,7415,5608,358.5,358.5,358.5,13901,358.5,358.5,24512,358.5,358.5
"160711-11","plasmaD35",8691014,30816538,6578067968,5618612,18420442,8198486,54817068,39572340,3229,35308292,1601817,1812449,41267580,48924496,143302656,974636864,196206480,358.5,20899260,1177293056,1407072,2763235,113549448,33365190,4406814,15234693,73822360,14900359,42739436,630840,874581,320096,3046931,4767,596566080,868289664,8643399,686412,78400112,23339934,1205541,211256016,1694410,3349092,8069656,17180788,1103409,9945702,173497408,311936,734772,13270,343968864,174392,6646,49301292,87978376,327779,2105774,21226100,72164128,132851,5631,482103,5924546,869822,9940805,1024015936,13863668,3531,4329,8327,939948,3195064,14127717,5153902,9805371,6216,222360048,950368,5543,20314,76011696,671571,2620750,464919,178408,3930,6598,31176438,20780,358.5,168613,39980,8339,4660,457321024,358.5,3121794,358.5,358.5,358.5,414519,358.5,475085,358.5,358.5,7425,60796,358.5,358.5,1705187,5322,358.5,358.5,358.5,358.5,358.5,2261,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-12","plasmaD35",12747907,35046832,8593088512,15683455,9523470,1358615,59991468,39889696,2569,44331516,868653,44231844,27823140,46864148,134840592,1328039040,221380208,7493,21969670,1412256896,464871616,2591274,9924739,34787612,2340851,13702969,81277408,16421506,44918936,280588,337299,351583,2752022,3861,798257792,870298752,9954965,259516,88987600,23422376,1219882,51526236,2486048,3023144,8061270,9650731,1290228,8768898,164342992,8161370,145250,76077,413207072,242719,10412,164503664,205228576,633341,5812274,33284620,71449888,79760,13074,775008,7454927,1460075,6790816,1093172736,12729037,8060,358.5,2768,879101,3673235,15936548,7706162,13391322,22226,242786048,725826,3840,34614,119626320,299776,2232012,3441764,142321,3290,8722,31905904,7985,2564,2181026,194395,15464,196389,446199104,358.5,3613655,152828,358.5,358.5,2302540,3528,351593,5568,6776,28301,57243,358.5,358.5,6388730,358.5,358.5,358.5,358.5,358.5,358.5,3356,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,4096,358.5,358.5,358.5,358.5,358.5,358.5,358.5
"160711-13","plasmaD35",65063408,38036180,10011902976,10057061,10144942,7073414,45277068,33207682,2805,35176800,2578449,2746783,30228130,38403040,129539472,2275722240,179012592,24388,32958144,1816129408,5719646,1755858,113521800,33980588,1268781,13869261,64432484,14687002,28901116,216543,417703,161836,3091628,5978,637308736,816618432,7817500,2542258,79904248,18141950,615104,2792936,2959011,3508148,5270970,14180294,696067,13441215,135146864,7120064,667259,33373,2845945,147227,5758,99451936,113523616,527219,4449775,27925478,48792692,179986,5896,712106,6312084,876852,12045674,849088640,15143349,5604,358.5,5850,801666,3203698,17296358,9124919,7221597,6331,210300880,499758,4636,330578,90937136,56118,1170981,10477934,44786,8133,4986,19281048,4282,358.5,1704231,259095,33849,6930,447784320,2913,990552,180219,4433,358.5,1984398,2966,632519,358.5,16393,32626,88672,358.5,358.5,3766204,5196,358.5,358.5,358.5,358.5,358.5,84302,358.5,358.5,358.5,358.5,358.5,358.5,3295,358.5,358.5,358.5,358.5,6119,358.5,358.5,9252,358.5,358.5
"160711-14","plasmaD35",23373694,31965862,6372692480,5690186,16944728,6096658,41869280,38645304,7885,31101368,6914617,36195092,32333654,42113468,132242824,1074180864,174189776,16708,33997832,1530414464,1520094,2493228,110650840,33085082,2674860,15593307,66489988,15517961,26531068,343997,463668,306458,3051005,3450,564406272,784807296,8708209,929123,72749296,20318348,2057559,2086484,1660647,2653434,6276835,27038160,594335,11596159,141304544,6076494,260713,31069,116923456,468872,9769,64078996,109689976,445305,3814574,25458742,70320160,216720,4389,1766707,6046352,1159596,18892358,976553600,11844872,4053,358.5,14741,1003779,1841381,18711868,8500712,9243288,20397,237271616,299479,4411,8170,85428992,350557,1835444,1616832,126840,9278,8836,21948834,9605,358.5,381158,73713,17869,5474,437590176,2787,686468,358.5,4875,358.5,1435747,358.5,826410,358.5,3018,4154,111347,358.5,358.5,1331671,4667,358.5,358.5,358.5,358.5,358.5,41690,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5
