"id","Label","2-3-Dihydroxybenzoic-acid","2-Aminooctanoic-acid","2-Isopropylmalic-acid","2-Keto-D-gluconate","2-Keto-isovalerate","2-Oxo-4-methylthiobutanoate","2-Oxobutanoate","3-Hydroxybutyric-acid","3-Methylphenylacetic-acid","3-Phospho-serine","3-Phosphoglycerate","4-Phosphopantothenate","4-Pyridoxic-acid","5-Methyl-THF","6-Phospho-D-gluconate","Acetoacetate","Acetyl-aspartate","Acetyl-glycine","Acetyllysine","Acetylphosphate","Aconitate","ADP","ADP-D-glucose","Alanine-Sacrosine","Allantoate","Alpha-ketoglutarate","AMP","anthine","anthosine","anthosine-5-phosphate","Anthranilate","anthurenic-acid","Arginine","Ascorbic-acid","Asparagine","CDP","CDP-choline","CDP-ethanolamine","Chlorpropamide","Citraconic-acid","Citrate-isocitrate","Citrulline","CMP","Cyclic-AMP","Cystathionine","Cysteine","D-Sedoheptulose-1-7-phosphate","dAMP","dCMP","Deoxyribose-phosphate","Deoxyuridine","Dihydroxy-acetone-phosphate","dTMP","Erythrose-4-phosphate","FAD","FMN","Fructose-1-6-bisphosphate","Fructose-6-phosphate","Fumarate","GDP","Glucarate","Glucono-_-lactone","Glucosamine-1-6-phosphate","Glucose","Glucose-1-6-phosphate","Glutamine","Glutathione","Glutathione-disulfide","Glyceraldehdye-3-phosphate","Glycerate","GMP","Histidine","Homocysteine-Methylcysteine","Hydroxyisocaproic-acid","Hydroxyphenylacetic-acid","Hydroxyphenylpyruvate","Hydroxyproline-Aminolevulinate","IMP","Indole-3-carboxylic-acid","Inosine","Ketoleucine","Kynurenic-acid","Lactate","Leu-Asp--LD-","Leucine-Isoleucine","Lysine","Malate","Maleic-acid","Methionine","N-Acetyl-glucosamine-1-6-phosphate","N-Acetyl-glutamate","N-Acetyl-glutamine","N-Acetyl-L-alanine","N-Acetyl-L-ornithine","N-Carbamoyl-L-aspartate","Nicotinate","Octoluse-bisphosphate","Ornithine","Pantetheine","Pantothenate","Phenylalanine","Phenyllactic-acid","Phenylpyruvate","Phosphoenolpyruvate","Pipecolic-Acid","Pro-Asp--PD-","Proline","Pyroglutamic-acid","Pyruvate","Quinolinate","Riboflavin","Ribose","Ribose-5-phosphate","Ribulose-5-phosphate","S-Adenosyl-L-homocysteine","S-Methyl-5--thioadenosine","Sedoheptoluse-bisphosphate","Serine","sn-Glycerol-3-phosphate","Succinate-Methylmalonic-acid","Taurine","Threonine-Homoserine","Trehalose-6-Phosphate","Trehalose-Sucrose","Tryptophan","UDP","UDP-D-glucose","UDP-D-glucuronate","UDP-N-acetyl-glucosamine","UMP","Uracil","Uric-acid","Uridine","UTP","Val-Asp--VD-","Valine-5-Aminopentanoic-acid"
"160711-34","tumor",75326,18113846,3418606,24215018,7883475,759857,3181191,2452497,497535,762554,34616172,785629,4837800,160801,2919402,14350338,330583168,36645528,1850103,510139,269856640,12146991,2459962,87769152,775206,135751056,2622266,2311075328,9802017,2582356,1119020,252708,8177456,1862197248,38174908,284135,814034,10368328,284412256,94552760,2134470528,13116515,9526627,974105,24837,1478362,152037040,6824415,11085869,19331508,1467858,545322624,10617390,1412178,537841,1346131,289738016,71995832,562118848,158072,2394245,331887,214538,33580720,228634176,177944448,241483504,42061556,5881402,41009000,6547994,57524912,465631,23470192,738000,435318,7412326,12101892,289481,7709,23859168,540968,12080209920,1320102,453552608,30577598,5695376384,1323891840,252745152,101475320,68454616,358.5,398120896,379187,89514048,184305152,1666574,6335450,965684,701571776,911731456,7135151,1433473,1991127,4900924,2736045,159563488,11202139,21939856,13019942,71701,1586270,3797839,259762880,631863,178017,29476690,63430508,983838912,657592000,6692401152,177067648,10858,248662,102085776,8850704,70171208,20583686,53520276,851619,10690,1585728000,11292921,358.5,1880772,334100000
"160711-35","plasma",2800946,15105625,7160998,10390742,11183157,204618,9743678,6969290,2689297,4209,538266,6977,9987120,358.5,272167,14106695,26917704,52946136,707868,142844,169884128,41404,358.5,21984040,909124,991974080,5201,93199320,1135703,358.5,3263186,583214,3897978,111425,15208050,358.5,358.5,358.5,397937920,130081152,973811072,79237616,85635,171830,427551,3159,18659,5316,358.5,24440,1409091,2341265,4850,19629,358.5,6272,573985,529871,34461372,358.5,179942,594804,358.5,1146857344,833827,880067200,316880,49714,119904,40986780,358.5,6589005,636027,25106052,2099691,9860589,2651350,358.5,747444,17343,32574966,2813376,5020591104,47869,56544464,11104839,278655712,75745744,63574064,938754,12765104,3288,11208784,354405,673793,15513447,358.5,332539,4099,70358824,116860920,4112332,7170670,438452,2768458,12034,32280792,2934430,88567744,347047,358.5,25631194,34093,1673317,3840,358.5,8136,63051680,63454032,906055872,803016000,211363088,358.5,6357912,235742720,5781,358.5,358.5,358.5,3378,32015,297030176,24711872,358.5,2657,127942120
"160711-36","tumor",83063,43229268,5292644,11980490,12970659,231555,10189572,6839494,415817,590540,34326436,725453,5846820,18428,4021608,8350948,234817056,11960292,1175121,514343,228762048,4609930,1645655,73058344,609498,103050464,3786409,1836284544,10707242,167989,1209062,297093,3736786,266131392,21815188,39330,361591,12634666,325502784,98739792,2223693312,14853356,1664286,573399,23551,986191,104234440,7859920,28076106,9847306,1349248,138651712,4333850,826207,128832,1956114,172217568,57280828,389614048,43752,9890948,552151,207221,23571092,235823072,125089888,199154256,23880082,520432,44301536,420082,37116548,182796,19376234,2396956,508780,8011184,73520,329287,1296,27214646,437904,11159662592,1565608,273353408,27204650,4221608704,1034802560,187612960,173186560,46617928,358.5,329773600,102722,38813092,170779472,1369628,5779958,1735972,2939252,712282176,5747666,2039178,13881431,2518587,4085688,116970472,987835456,31036878,3347749,289760,470912,4537275,58831200,659658,374376,19548264,44820288,515654880,598676992,4739817472,163794000,7902,395677,95566024,1352008,39696828,9702637,19897736,256118,17156,3097566,11791390,358.5,1619984,263779760
"160711-37","plasma",2128428,15745418,6967508,6987121,72019808,151240,5135156,6168580,892144,4795,256039,15592,10477985,6460,5750,7083714,19331258,52677476,655820,146388,131092072,19920,358.5,10145166,548824,725094976,3928,1612094,479371,358.5,2802674,206843,1937154,25358,5699029,358.5,358.5,358.5,399457472,105608512,696860416,51800008,18434,252743,104891,21325,13374,358.5,358.5,9439,616809,1354044,358.5,64320,358.5,358.5,612938,202172,27656634,358.5,74889,490482,1396,573287168,697956,813277504,530041,13868,48688,30101804,358.5,5106114,162932,26632230,2297410,6669759,1182346,358.5,459343,2813,30436866,1135707,4709509120,9379,52113708,7047370,179370656,52993880,48219068,312626,9793376,2965,8797633,562868,342876,26739716,358.5,146466,358.5,53074348,102137024,5106564,4159966,163273,3414436,10712,21862308,1351162,81155880,536983,358.5,12658131,21157,806669,7007,358.5,358.5,20270572,50614016,857210112,697952000,84219960,358.5,1224471,177927872,358.5,358.5,358.5,358.5,13927,31945,185940560,13560550,358.5,2509,89686560
"160711-38","plasma",2082590,18718220,2896317,13179489,31242146,341381,4162734,7164886,1633974,3670,2452995,6625,13231064,358.5,6124,13657525,31008284,41958876,940000,66286,212655232,358.5,358.5,36044928,924952,1070902080,287641,350221280,11243392,358.5,2641716,228933,6923080,17855,15890872,358.5,358.5,358.5,399438976,108991304,2086158080,75870672,18372,168201,384816,2173,1080833,358.5,358.5,197780,1581614,11941463,358.5,45418,3738,358.5,325350,898484,53185928,358.5,124744,897023,358.5,708505216,4423160,850302080,879203,170868,40380,42052284,358.5,10953848,399321,37243296,2226518,3554063,1681120,358.5,701212,21546,32188502,1619390,8423488000,29304,108419648,12363600,507623488,126342704,108273712,2170261,19136014,4572,11730462,827030,1004167,50239260,358.5,416160,358.5,101803336,202250592,6742582,6905315,3835534,1062571,9665,38739640,3519778,146739856,1360601,358.5,22666446,28169,23317026,29634,5648,358.5,57782404,265506016,1335951232,1110983808,205618544,358.5,1084269,211245024,358.5,358.5,358.5,358.5,5501,47299,326466336,24153354,358.5,7333,200708240
"160711-39","plasma",521871,6801739,7467332,11434318,64888912,464598,12563152,5178108,1275500,3684,92547,5967,14951552,358.5,5601,14549456,32236814,46930540,917286,52592,211452656,5209,358.5,45231512,366324,966287744,9007,4455218,1151612,358.5,3503714,1160133,4893976,3262649,27154026,358.5,358.5,358.5,398248896,111387176,1206873600,92250216,9701,64911,276716,21601,4255,358.5,3221,117442,1903507,5911202,358.5,28028,3222,6371,75871,238201,64135768,358.5,66045,474538,358.5,1368363264,815789,1015838656,882959,140611,36808,39350236,358.5,8617911,391816,28594664,3910719,22754838,3347775,358.5,780891,20874,31981904,5717494,8166601216,23819,106307744,12907544,543643200,132972200,101632816,1632563,18735512,3314,13996244,471319,540556,34619400,358.5,422077,358.5,77495640,209259248,6049022,16935240,509801,2648228,6330,45739832,4604354,156510160,2485805,5848,29410824,124914,2049917,2602,4572,358.5,89157024,89028336,1612980352,1455443456,330802400,358.5,3748795,247089040,358.5,358.5,358.5,358.5,3851,32706,575789056,24900320,358.5,4231,217835264
"160711-40","plasma",182294,40229820,6541404,12923588,61353564,8067,5279914,6816816,1362044,3608,10484,358.5,12506616,358.5,449776,13588260,36923020,41623096,977507,46067,178005776,358.5,358.5,32685030,500802,1062945728,4595,3068478,817329,358.5,3377309,551161,3275124,160889,16591065,358.5,358.5,358.5,400896064,111885096,964089344,73904584,4874,196422,48666,358.5,19787,358.5,358.5,16755,1302760,1711486,4234,6204,358.5,358.5,65124,110086,78224752,358.5,242918,340518,9313,860134016,726252,979568064,520501,28429,10135,38183928,358.5,7457297,257812,29359892,877675,14976081,2887948,358.5,517914,6636,30147822,2912392,9129036800,30747,94605192,8212486,609226944,149690464,89475432,1729875,20013420,4721,13036105,598109,460545,43024952,358.5,263948,358.5,98819888,191680096,5882413,12059517,118277,3066392,2801,33034794,2529486,152240960,1015031,358.5,19497036,91123,1253286,9765,9055,5393,45600804,68780024,2046204160,1559162240,191100768,358.5,931192,224357040,358.5,358.5,358.5,358.5,3054,19638,444259584,21404694,358.5,3042,188588144
"160711-41","plasma",2316978,7926241,8148158,12882879,64911276,110976,5210606,6274339,1058467,4109,386566,58731,14548649,358.5,4893,8877957,33794072,65461544,794237,56242,236555648,358.5,358.5,27997108,1415963,986964928,188073,138024112,2180319,358.5,3757382,972521,4226937,14146,12147992,358.5,358.5,2951,412673600,117841840,1038362816,65857248,45203,138635,107732,9692,343344,358.5,4362,36936,1784896,5264962,4427,18847,358.5,358.5,60750,159766,50697664,358.5,292316,411451,358.5,1017075136,1780144,869813568,431240,139839,20063,42602724,5093,7986434,425425,42642572,1894075,7102568,1823586,358.5,1094839,16429,31367330,4293656,6025341952,7059,89928216,8687373,486706944,122773840,62634940,1851032,18975140,3533,14731767,399997,867301,67468320,358.5,255412,358.5,90269416,187043584,7545462,10828231,1916347,3215104,5472,36571960,4419222,98801936,843296,4513,22686752,10638,5721423,1741,358.5,358.5,51112348,126917800,1263899008,1427801856,168864128,358.5,5750344,232030880,358.5,358.5,358.5,6832,3638,15890,624689664,26310906,358.5,3241,172343616
"160711-42","plasma",562238,14581379,3904742,10945879,30433416,211914,5147194,10465776,2132662,3671,341565,358.5,12903700,358.5,213700,15290314,27172636,24835104,932589,84359,215555776,358.5,358.5,41649388,658606,1037595712,412320,273447456,7835661,358.5,2940563,443945,5359838,7130,14468649,358.5,358.5,358.5,405819808,114075832,1483720576,79922672,21245,197882,396863,4124,60101,358.5,358.5,363733,1257651,6338470,358.5,3794,358.5,358.5,14538,456354,49890720,358.5,63981,810887,3792,717096640,875943,844439552,649028,88485,14827,39287932,4824,12370087,223586,42065412,4148034,5792523,1029891,358.5,539364,4719,32801372,1971240,7194685952,56410,132371688,14065605,481987648,118430240,127344472,1462528,15465679,3787,9894831,366308,604186,20298212,358.5,383216,3510,89025832,225550624,7967611,6820885,545821,1398877,11648,68869408,1964959,108265832,930037,358.5,19603296,4649,3491838,358.5,8010,358.5,75971816,123357984,1412120320,842593792,248178432,358.5,2387482,220751696,358.5,358.5,358.5,6411,5935,11565,352301152,18722998,358.5,3580,282741472
"160711-43","plasma",2002501,28199236,3119874,9033548,28965722,233790,15115297,6659159,1657106,7387,595752,358.5,14496024,358.5,259279,13932381,30296550,56811688,585074,18805,209217520,358.5,358.5,20207000,635461,1226575488,4040,99432408,1021122,358.5,3993774,1726412,4142657,52582,13009315,358.5,358.5,3025,407117824,110791112,1412505088,74112312,135754,117753,343399,19256,157002,358.5,7349,198487,1351223,8724116,358.5,54769,358.5,9214,52341,296400,39615992,358.5,46132,876671,4831,933596288,1236952,739976640,1554447,210005,22308,42759940,4722,5188294,360445,28688450,3408133,11965036,2257587,3511,740283,12029,31201384,7334476,4303791616,63955,62783332,6987012,310357344,81085608,60981936,1361896,16701893,3382,9433816,770596,645757,38005096,358.5,329744,358.5,66749652,129940032,5721590,9480393,715604,3235559,3450,27946122,2021099,91875296,1611377,358.5,21639532,22536,6312028,27605,358.5,358.5,52438372,50058972,930459264,1053774912,167073648,358.5,1377112,239125792,358.5,358.5,358.5,358.5,4019,13952,202152016,24171472,358.5,3519,135089392
"160711-44","plasma",303817,12312232,2725773,9972842,29405344,720535,6054899,4934819,885238,3535,85773,358.5,10842112,358.5,6093,14057282,29335980,40300248,810206,24409,164987392,358.5,358.5,27851350,390564,870099520,3859,181786064,2703889,358.5,3669906,279781,3828601,55986,20171068,358.5,358.5,5395,404559840,109081720,763632960,76287704,193241,134427,552636,358.5,58776,358.5,358.5,5164,1930626,7162856,3304,13757,358.5,358.5,16542,307148,33431842,358.5,67020,456983,358.5,923299072,897311,888409216,387710,150450,5857,35530032,131389,7202642,427095,24896304,1334746,9519390,3370807,358.5,969050,14545,31006840,1970301,7695569920,16101,81298840,10834284,183549968,53266080,103123088,1400424,19637178,7674,12515208,432181,473999,70141960,358.5,238587,358.5,85618168,164905728,5482200,8621010,138407,3196980,9528,36092772,2707192,138552624,680888,358.5,21269496,25848,2510211,11377,358.5,358.5,63099372,70760312,931705792,1353003648,222498624,358.5,1734302,253097024,358.5,358.5,358.5,54480,4054,15624,248030880,20101650,358.5,13261,167135632
"160711-45","tumor",158858,21958680,5717534,18563614,8849057,1541732,5382964,5250100,995846,322581,7492798,1132610,6062510,95161,391083,15674594,329100480,37075908,675791,235435,308558144,4637108,1443490,95074808,1244619,204370880,3139708,2635359488,11465725,211321,1291195,738505,3508364,653617536,45530600,12281,760449,7682964,345231968,77001584,2680264448,21163990,2768057,758613,514535,1510029,91439800,6774982,9379933,13436413,8128160,920167808,10295733,1196483,640172,292681,103574768,51290084,616271168,24077,2000879,1527479,133151,9036567,284022880,167559648,273272256,40467700,9904861,46560344,1791146,51508544,499882,23338064,4112917,908219,8823965,375425,515455,2203,30419160,565765,11870043136,1197079,349985440,28450690,4560052736,1077698944,167554016,38779848,47759508,7019,501129504,1241199,24965812,178050528,552066,6248330,2830505,801720960,883965760,11889718,3657652,1827821,5647703,3523128,175675696,12542094,16750742,4658452,158703,1746766,6140219,159578672,846999,562370,11489018,63642796,247834640,546048704,6250131456,223147808,17219,299897,121069496,2130198,38595964,8184875,41033000,224348,7814,1276034304,9173422,358.5,2444687,341641568
"160711-46","tumor",983893,35442556,1362108,18855818,9822153,1314632,2643291,5502169,698430,228342,19844870,1637917,6936301,107562,896399,15136425,429228928,42837040,1344830,364844,272003296,15513157,1943917,111972344,447614,212950928,2498350,2109795456,10674967,574955,1811422,425861,2606302,1283805440,46663580,116903,566143,8109906,336770272,99471968,2925129984,16807776,3580032,860462,677677,3577340,141878128,5063625,6557378,16413515,2335214,728397888,5466037,716382,770305,452926,214311472,52938556,526513920,603561,1969690,223011,199037,21614504,246701872,187243456,317253408,41551544,7547140,38879820,2373456,56957536,634457,21678976,2135229,1697920,8459680,1067895,419990,1842,28089688,1232750,11910852608,1468693,381143296,29589766,4660579328,1108612480,217195600,56287788,71943696,358.5,404475328,145246,37085912,205515808,1719097,6601212,4358082,856196928,860188224,9231562,3669924,1115306,4586892,2699804,179111360,13758681,36117784,5533229,169012,1596107,3904780,231290400,969418,266033,23790948,57608736,450980448,716838272,6664571904,204985680,41031,509980,112764024,4785796,36836476,9798488,43659064,185057,21829,1341303424,11570533,358.5,1954688,336310176
"160711-47","plasma",2561364,12609358,4176521,10326606,44859832,79790,5533227,7073422,858820,4201,573123,17452,15574372,358.5,6153,13462892,27444890,52794448,754239,77853,176479216,149549,358.5,27657308,1405076,1007251136,1326934,272751616,3607196,358.5,4014439,939413,3860266,34960,12711104,6584,358.5,358.5,390344768,105512664,1124958336,58422904,151957,86478,103183,21489,127041,358.5,358.5,11783,1876049,4193360,4864,22455,358.5,5913,729079,459634,43258712,358.5,739838,989561,358.5,1002608192,1086292,757336448,383477,62940,177063,46298408,52624,7828118,292137,38086568,1713804,5109038,748118,4436,1096796,14081,32599518,4334848,6176899584,19811,80127552,9417288,448145536,114028448,65074984,1380136,16946736,2943,11890569,328065,803359,28823242,6647,581250,358.5,92232552,163064704,6496721,7267102,751109,2313562,1846,43592964,7646314,135408256,895647,358.5,23535254,8360,3326671,2605,5840,358.5,60422668,101348032,1127451136,765634816,207622656,358.5,11303523,214742144,6078,358.5,4177,358.5,3844,28221,592103808,17423484,358.5,10118,173801040
"160711-48","tumor",119736,15816244,2728630,11578279,10579941,7259,2769376,5677216,576005,191361,26137692,827697,3814293,169620,1594607,11805963,331581248,30747356,2930539,388332,165392944,3536536,1636116,119786176,569888,113072792,913255,2363924224,8400542,72756,2099222,912206,8847630,1548812800,49671844,55068,552207,6535916,230378544,21242324,1818867712,13065090,1866063,853822,507813,1044543,126100072,1882432,9128515,8017150,3486205,92745544,911852,615455,242373,624899,91085320,46550756,543032128,15005,2844723,313163,778222,32790850,192779456,300434880,301801888,30602848,940228,27146482,1187364,62258164,222002,17480972,2070861,357756,4015184,346175,108975,4654,19860020,218744,13885468672,1244140,599819008,39088152,4871374848,1143216768,525931104,105251984,31946472,358.5,299443776,594320,24376080,123963056,1782952,9153897,4379558,347468096,1135145856,4663518,2152510,903399,4563510,2281045,145306848,8990495,35455224,21493068,482424,1271734,2369763,48595948,663990,29467,9245196,73866016,425948320,491693888,6699644416,195347376,93261,50765,107615440,1962382,32011216,8580301,32620994,318595,12630,1057695104,19840214,358.5,1633532,490208864
"160711-49","plasma",69348,19740046,7369062,9039412,66947084,585402,5795290,7320558,1126897,3910,260304,358.5,11147942,358.5,272490,13842074,25503348,59721916,918915,30872,172069216,7051,358.5,34754732,1285713,636362112,185090,3241018,307204,358.5,3888203,555580,6497446,49828,21590210,358.5,358.5,358.5,381892768,105793600,977442688,80374792,35162,129118,169333,2624,25242,358.5,358.5,524603,2215517,4129721,358.5,31300,358.5,9296,508908,93214,33733700,358.5,1015383,329850,358.5,684164480,598824,943001536,339846,32612,48179,36244244,358.5,9842524,495271,34924736,1230489,5426443,2676453,358.5,1120319,16604,30860262,3090904,4123535104,60596,118966888,14267390,250822064,66630900,129906512,1155031,14008351,14183,12199257,755393,416903,22517808,358.5,679667,3475,68043080,194595888,6384985,6841646,319674,3664984,9594,47879640,6414802,68103584,1016618,358.5,14592977,54081,1426635,7008,4770,5288,67687432,53454848,986287552,1165809536,218186896,358.5,1870664,203881680,358.5,358.5,358.5,358.5,4494,24279,267934368,35071488,358.5,2928,212643040
"160711-50","tumor",153675,12907585,2914480,15658944,8704016,258142,17757998,8518728,314374,841231,39391844,1892708,6077230,179230,1108521,9396208,188560464,11175492,770300,263646,246710704,11545085,1940690,98116688,841208,99612216,2823546,2082851968,30458274,2004134,440703,233375,2462141,2252932608,34363688,188998,438274,12902829,324815776,94601576,3285449728,19100624,7295462,593742,907919,775815,116290336,4636629,5178894,16838990,1709540,386271328,8656110,1787822,743013,1227011,360548352,71587800,301953952,867097,7484353,180775,256120,30091708,241002144,163643424,162604800,50486860,2127816,39617576,8602325,47982724,241176,19369776,3310014,363079,6615134,3046342,296058,4306,26336698,581955,11764343808,939552,330611232,29135204,4251885824,1012889984,213165248,35847604,43600300,358.5,210887680,400516,43100628,322321888,2660883,6772231,1285370,657565120,780689856,7214568,1147599,13840264,1920687,2590420,164562064,435806848,21154268,6529940,149115,1205435,3205264,188209456,486636,65121,37667528,55368812,451313280,583268992,5445794304,223738496,11117,592079,112943560,9455698,42533016,13568535,35590336,371706,18308,1277043200,15637046,358.5,1980265,312681920
"160711-51","plasma",506810,17969194,8064156,9341461,58363768,245179,5472431,8983645,1244258,3673,1305821,358.5,12236116,358.5,5409,15100257,25740164,30911320,600031,43016,183765264,40116,358.5,26786352,509342,1298785408,1454627,330063552,18621344,358.5,3909818,619847,3710398,33056,10922761,358.5,358.5,358.5,384524896,111757840,1023204736,74289496,40066,94705,107571,13364,204130,4401,358.5,8030,836984,16217661,358.5,19702,358.5,358.5,1193211,1105836,50393148,6105,383770,877697,2649,1063659008,1040004,706277120,599855,206345,199075,39994384,25886,7265785,157144,27017212,2755924,3993562,1467186,358.5,745833,7980,31378176,3178608,7982694912,38735,59538180,6133347,444206144,112807888,53498564,1115026,14068277,10769,7533752,548426,655709,45503076,358.5,303904,358.5,76973776,162865712,5671394,8548487,1332179,2197232,7115,32887482,1028444,138427632,1166525,5230,27732150,15095,6812464,16115,4383,8838,49390668,149573024,967709184,974443776,168881648,358.5,2049349,224173488,358.5,358.5,358.5,7533,7458,36011,247360672,12396915,358.5,7120,132316696
"160711-52","plasma",19036,18176286,2792239,12032802,61708460,174515,6289922,6794399,5031438,4651,265634,5592,19413400,358.5,4531,13230333,38053320,86833944,701358,41729,217897376,6947,358.5,13791124,905765,1660687360,4642,15329091,373540,358.5,3354697,966023,3502470,45050,6718078,358.5,358.5,3176,384910304,111885232,1510067584,56688952,257588,98248,494200,15633,148391,4548,4644,413176,1364757,7049742,5707,31795,358.5,21928,332752,158795,59620948,358.5,720988,488236,358.5,393026784,1045765,857188288,873966,231689,62588,39676572,36867,6416526,292205,32830914,1570247,11332206,1555586,358.5,843812,12425,30283082,3310712,4320258560,40165,76601992,6875986,617832320,153738960,54158068,1668309,17766040,13186,13099878,341542,530625,57689796,358.5,157763,358.5,66137872,168949728,5695100,6693160,697095,3642148,10693,29199152,2211013,85193560,2060910,4701,9794868,14718,2772958,3427,5125,7404,24107526,56309872,1231675264,992614080,103563360,358.5,1802865,215029328,358.5,358.5,358.5,13575,5635,17298,293973184,26828714,358.5,2804,146254368
"160711-53","plasma",1572453,28075232,7286490,10153231,21618068,325354,5929285,5918454,1134297,433642,137228416,14662,21875948,358.5,4475252,12741297,29649778,49331888,531457,70517,415973760,503885,22176,17801496,893427,1574129536,57653660,260890416,13438095,28415,3634986,970306,5634762,52818,7253512,4984,358.5,66825,385704672,116996416,2359123968,54744696,545207,198728,62077,1329,4874658,6025,9052,424338,1105680,21206590,139239,13269,358.5,6211,5055364,8868181,57638092,358.5,200863,1622772,358.5,391604384,1317079,725414208,3431884,3609386,37465,135524144,1720874,5088794,131378,29367852,1758789,4430998,1407821,617590,860086,26934,30787050,4675646,9489614848,168226,79881984,5706901,739072000,182061328,59218244,2832309,16339300,7043,10740917,388686,1593119,160284480,5377,308499,358.5,82030176,155353072,6083198,5337104,69451392,3113622,23922,41871232,8569272,122093056,2336024,358.5,12586062,3669,42331204,262737,4532,44314,39978048,174782048,1466806400,1056424896,105631336,358.5,5191600,202874480,16204,1264780,14985,545959,55556,27571,359253344,18420644,358.5,2921,145735648
"160711-54","plasma",1767873,14646382,8083736,11992803,20326272,7073,82295136,8871768,4915426,9547,966846,44413,15587330,358.5,202894,12206116,28021428,72799880,647572,41155,162129936,8185,358.5,11889744,1452923,1278801792,4927,45562684,1358951,358.5,3390018,1173460,2492588,27716,6246401,358.5,358.5,358.5,382458464,104993136,1083340288,53999288,21288,132381,74822,10361,7455,358.5,358.5,219412,1010137,2779015,358.5,8739,358.5,358.5,302117,64194,52731860,358.5,647995,274510,358.5,348229280,501904,693446400,170972,26836,12007,37552752,4527,6078110,235434,36416148,2331796,9384596,835475,358.5,671734,4101,31874232,3471271,4322505728,28164,84905000,6188680,524534304,128204192,51160308,772596,16475014,3012,9723506,748098,365682,35614680,358.5,143323,358.5,80825496,179757072,6923314,3476888,1265219,3436724,2104,32409232,3803474,62866512,3118040,358.5,9058257,24065,978105,2012,358.5,5615,22112890,67010408,1133007744,671248320,109451336,358.5,985484,180033632,358.5,358.5,358.5,358.5,7940,24291,358132064,18934080,358.5,5078,192303936
"160711-55","tumor",6173,20700208,1788867,26446416,8697952,636002,12872586,12056617,495557,1936069,5398498,1269998,4191915,144281,6346831,13158259,286238816,24990488,2061030,278224,165050608,3717922,2752222,92137016,2521773,48939084,4893241,2757678848,13126936,167258,777289,321175,11127963,1598919808,44152116,363761,702894,9726602,172281456,85429992,3407635456,22003322,2594304,628147,627579,5485122,132988608,9509941,31451868,20423172,2414605,664329856,684095,752934,291803,2097476,614847040,161957104,253229232,1522077,8116326,184489,2002160,36224764,407011104,219989856,113323400,25071822,5161651,40258012,340061,65409064,856396,14825778,2976792,730365,9791739,3596,316797,5678,22104516,469406,12496131072,2114820,480021024,49557124,5593758208,1316771584,377358496,112535336,48506416,358.5,447315904,312466,35274576,196762608,7829868,4822642,664623,470297280,1086319360,6037481,1118954,2085816,3735430,4819017,200013504,21372798,23986012,14375176,483092,2727132,1948502,171980672,684078,358.5,75542208,87817152,650432448,539491264,7136910848,235032864,14317,225281,141584768,14033408,54656352,17011592,29116192,60695,24643,925588800,17291828,350334,1459948,421289792
"160711-56","plasma",1767410,10564115,9598136,20282332,55722596,710941,7730654,9438898,1210941,3362,2654462,358.5,11309423,358.5,9128,13194568,29666880,62899072,1585399,76610,322513344,39256,358.5,40536792,1594502,628376448,5933,5617616,336385,358.5,3226294,558836,3771100,44177,17872192,358.5,358.5,15123,375785440,117599568,3451264256,74730816,272018,219108,136368,67387,339108,358.5,6527,25511,4615970,11958942,22728,49633,11391,9734,1739348,383520,28681052,358.5,1388253,729914,358.5,868953344,2073969,1037194048,739423,524856,106657,37994868,345889,7755462,535622,51261628,1297600,11072524,3371472,6035,861055,7669,30335714,3243028,5888376832,15439,93666496,9311914,326034208,86091648,111774440,1277320,14998830,7233,22870302,555942,1533299,56863560,358.5,128703,358.5,149691360,205420528,7597528,10018683,3750858,2587761,25990,37468576,2328066,133297456,7448770,4582,19096760,15292,4583735,22527,358.5,80422,41531696,98364888,1224941312,2369252352,228104176,358.5,2462512,204968304,358.5,40761,7014,117281,6654,43962,540912640,47759540,358.5,6679,169198912
"160711-57","plasma",321930,14063589,8171262,5339278,63703996,60548,6101041,10789673,993709,3924,3268568,358.5,9388008,358.5,33468,15417580,14353812,38732520,385064,45730,117624944,37261,358.5,10564246,577865,681851584,9028564,161751888,5199445,358.5,2833566,2017812,2576376,18278,4672324,358.5,358.5,15790,385569664,112085400,1013126656,32082944,100859,145391,107462,35723,98027,358.5,4814,264035,578781,30776282,358.5,118205,358.5,358.5,669964,4114580,23890746,358.5,154466,292460,358.5,536211776,1505336,513822944,973123,163452,86108,30672302,192553,3610295,88656,16885788,2169789,2110551,798084,13001,412883,12647,31297092,13055565,5270261248,39790,39769484,3158487,198282992,54709848,32292492,979182,8894938,3068,5423029,354953,389905,54147592,358.5,160150,358.5,39220848,79887600,3061382,2503561,1245530,2251622,2029,15756806,2287898,73379344,696412,358.5,13630084,8706,6130571,4412,4283,9086,20135736,75732560,704695296,608736384,63793856,358.5,1314552,144346448,5244,26160,358.5,75913,13508,40633,197496,9959170,358.5,5184,77817096
