"","LIPNEG16JULY_03-D21_M26","LIPNEG16JULY_09-D21_M3","LIPNEG16JULY_16-D21_M10","LIPNEG16JULY_17-D21_M6","LIPNEG16JULY_21-D21_M5","LIPNEG16JULY_22-D21_M7","LIPNEG16JULY_23-D21_M21","LIPNEG16JULY_33-D21_M15","LIPNEG16JULY_35-D21_M24","LIPNEG16JULY_43-D21_M1","LIPNEG16JULY_44-D21_M2","LIPNEG16JULY_45-D21_M23","LIPNEG16JULY_47-D21_M8","LIPNEG16JULY_49-D21_M19","LIPNEG16JULY_50-D21_M22","LIPNEG16JULY_52-D21_M27","LIPNEG16JULY_54-D21_M20","LIPNEG16JULY_64-D21_M12","LIPNEG16JULY_68-D21_M18","LIPNEG16JULY_78-D21_M11","LIPNEG16JULY_80-D21_M13","LIPNEG16JULY_83-D21_M4","LIPNEG16JULY_87-D21_M25","LIPNEG16JULY_93-D21_M16","LIPNEG16JULY_07-D35_M4","LIPNEG16JULY_10-D35_M6","LIPNEG16JULY_13-D35_M2","LIPNEG16JULY_15-D35_M16","LIPNEG16JULY_18-D35_M12","LIPNEG16JULY_19-D35_M18","LIPNEG16JULY_24-D35_M1","LIPNEG16JULY_34-D35_M19","LIPNEG16JULY_36-D35_M23","LIPNEG16JULY_41-D35_M13","LIPNEG16JULY_55-D35_M22","LIPNEG16JULY_56-D35_M10","LIPNEG16JULY_57-D35_M11","LIPNEG16JULY_58-D35_M20","LIPNEG16JULY_59-D35_M3","LIPNEG16JULY_61-D35_M24","LIPNEG16JULY_66-D35_M21","LIPNEG16JULY_67-D35_M27","LIPNEG16JULY_72-D35_M26","LIPNEG16JULY_73-D35_M5","LIPNEG16JULY_82-D35_M15","LIPNEG16JULY_85-D35_M7","LIPNEG16JULY_86-D35_M25","LIPNEG16JULY_91-D35_M8","LIPNEG16JULY_02-D7_M7","LIPNEG16JULY_04-D7_M27","LIPNEG16JULY_05-D7_M23","LIPNEG16JULY_08-D7_M8","LIPNEG16JULY_11-D7_M18","LIPNEG16JULY_12-D7_M25","LIPNEG16JULY_14-D7_M16","LIPNEG16JULY_20-D7_M10","LIPNEG16JULY_25-D7_M19","LIPNEG16JULY_27-D7_M12","LIPNEG16JULY_38-D7_M21","LIPNEG16JULY_40-D7_M20","LIPNEG16JULY_42-D7_M6","LIPNEG16JULY_46-D7_M13","LIPNEG16JULY_51-D7_M11","LIPNEG16JULY_53-D7_M3","LIPNEG16JULY_60-D7_M2","LIPNEG16JULY_63-D7_M26","LIPNEG16JULY_69-D7_M24","LIPNEG16JULY_70-D7_M15","LIPNEG16JULY_74-D7_M22","LIPNEG16JULY_81-M1_D7","LIPNEG16JULY_84-D7_M4","LIPNEG16JULY_88-D7_M5","LIPNEG16JULY_01-M21","LIPNEG16JULY_06-M3","LIPNEG16JULY_26-M11","LIPNEG16JULY_28-M20","LIPNEG16JULY_29-M4","LIPNEG16JULY_30-M22","LIPNEG16JULY_31-M5","LIPNEG16JULY_32-M13","LIPNEG16JULY_37-M19","LIPNEG16JULY_39-M1","LIPNEG16JULY_48-M27","LIPNEG16JULY_62-M16","LIPNEG16JULY_65-M23","LIPNEG16JULY_71-M26","LIPNEG16JULY_75-M10","LIPNEG16JULY_76-M8","LIPNEG16JULY_77-M2","LIPNEG16JULY_79-M12","LIPNEG16JULY_89-M24","LIPNEG16JULY_90-M7","LIPNEG16JULY_92-M6","LIPNEG16JULY_94-M18"
"w/o MS2:FAHFA 19:3; FAHFA 16:3/3:0; [M-H]-"," 0.74750866"," 0.51967191"," 1.88387972"," 0.90360658"," 2.01515781"," 2.05415222"," 1.89384075"," 1.30398435"," 2.03614205"," 0.98624685"," 1.83821333"," 3.83709693"," 0.16464493"," 0.19529976","-0.53021195","-3.18847962"," 0.98624685","-1.25127531"," 0.71999081","-2.18504715"," 1.64537491","-0.44675529","-0.87109900"," 0.49763635"," 1.42981208"," 0.78466548"," 1.38970780","-0.01207723"," 0.47214955"," 1.24793938"," 1.78681891"," 1.84137574"," 1.99017372"," 3.46909772","-1.90699585"," 0.52788207","-1.63485754","-2.86870705","-2.67701310","-2.02785762","-0.45726293","-1.46249104","-0.81827908","-0.57207088"," 0.42781766","-2.07554468"," 1.54835428","-0.09478804"," 2.15826971"," 2.01824964"," 0.40116754"," 0.85650655"," 0.06608561"," 0.35083184"," 1.30398435"," 1.77654596"," 1.45538052"," 2.17070299"," 2.08642208"," 3.21563007"," 3.96858118"," 3.28706099","-3.18847962","-0.46272094","-1.67997529","-0.95623904","-0.39837224"," 0.31785769","-1.19567289","-0.16670686","-0.04058585","-0.16269639","-1.69892301","-0.61987179","-1.87764782","-0.12171963","-1.97120506","-1.62573892","-1.07327931","-1.92919811","-1.14743559","-0.64812869","-2.26348316","-2.66439401","-2.50376300","-2.60399966","-1.39385854","-1.94763537","-0.30326083","-1.38181628","-1.84435544","-1.94763537","-2.55462847"," 0.87647466"
"w/o MS2:FAHFA 19:3; FAHFA 3:0/16:3; [M-H]-"," 1.02924859"," 0.90959115"," 1.44970656","-0.53641079"," 1.57059484"," 1.00108960"," 1.41990242"," 0.70092869"," 0.90443349"," 2.53583637"," 0.41567617"," 1.28736042"," 1.56796470"," 1.02924859"," 4.33710582","-1.40632035","-0.71264825"," 0.24410610"," 1.31854224"," 0.12930503"," 2.08124905"," 0.62182516","-1.94784232"," 0.67086320"," 0.84960654"," 0.23033760"," 1.20662755"," 0.78703563"," 0.97846608","-1.71589041"," 1.07991077"," 0.70395081"," 0.16849478"," 2.40026143","-1.63620253"," 1.32796409"," 0.34675534"," 0.79286798","-0.05985822","-0.61465758"," 0.45384348","-0.64676421","-0.96886355","-0.11069062"," 0.79286798"," 0.32798182"," 1.06463013"," 0.10724336"," 0.86432371"," 0.77421149"," 1.41343668"," 1.30166868"," 0.86432371"," 0.88724054"," 1.09464684"," 1.25864393"," 1.01303623"," 0.62582352"," 1.30166868"," 0.18238118"," 1.71916780"," 1.25225288"," 0.65145024"," 1.22625855"," 0.89577576"," 0.59817627"," 0.42446521"," 0.40272065"," 1.88976507","-0.08999869"," 1.82631520","-1.59936188","-2.95099343","-2.63065204","-2.32632850","-1.92139567","-2.64696481","-2.22955078","-3.27330470","-2.65394729","-1.69493526","-3.30835946","-2.20885584","-2.07927327","-2.97003740","-2.17898855","-2.66133760","-2.19393866","-1.74191812","-2.17424272","-2.50761582","-1.97839457","-2.58991951"," 1.65528702"
"w/o MS2:FAHFA 20:3; FAHFA 2:0/18:3; [M-H]-"," 0.587396289"," 0.562479052"," 1.599873718"," 0.495130161"," 1.918960837"," 0.815777685"," 1.901313430","-2.696615756","-0.947077102"," 1.345648408"," 0.349610172"," 2.098488504","-3.405753968"," 1.468474977"," 1.167542636"," 0.004038006","-1.331238505"," 0.017127105"," 0.783425835","-1.132916023"," 1.043483196"," 0.109940614","-0.540628187","-1.824125488"," 0.525190539","-0.652796363"," 0.174579411","-0.782539712"," 1.448482960","-0.060656880","-2.536620263"," 0.557837446"," 1.514307776"," 2.103739562"," 0.115124592"," 0.340901789"," 0.314241113"," 0.696807203"," 0.497729314","-0.156559321"," 1.497940246"," 0.919682782","-2.803969268"," 0.464807747"," 1.840351891"," 0.537008674","-0.940453479"," 0.517864835"," 1.112786722"," 1.256309230","-2.228223062"," 0.636561498"," 0.046887485","-0.587805403"," 0.130169682"," 1.275787088"," 1.400149503","-0.376507546"," 0.120208849"," 1.550987762"," 0.786550090"," 0.241061302"," 1.154997670","-1.839551903"," 0.969005809"," 0.704382709","-0.741429130"," 0.617909976"," 1.949206762","-1.420161633"," 0.219537814"," 0.866734361","-0.425473286","-1.222852055","-0.033054634","-3.469021186"," 0.329216569"," 0.517864835","-0.894205857"," 0.189203268","-0.688276383","-2.498513712"," 2.686642630","-2.874961605","-1.984739477","-1.193620198","-1.172303623","-1.357032597","-1.470650335","-2.050180457","-0.717531556","-1.754606805"," 1.142489995"," 0.572692647"
"w/o MS2:FAHFA 20:4; FAHFA 18:4/2:0; [M-H]-"," 0.17094273","-1.20915066","-2.15333576","-0.86493534"," 2.57265102"," 0.17810292"," 2.12544345","-1.15112048","-1.03271737"," 0.88467259"," 1.12719871","-0.85966623"," 0.16279023"," 0.84182292"," 0.55122282","-2.30599151","-1.22069829"," 1.18497151","-0.95029150","-1.84248527","-2.16582500","-1.25367542","-0.35896307","-1.34871732"," 1.65644218","-0.98200382","-1.16511344"," 0.67860834","-0.30740852","-1.08499444","-0.72846237","-1.57734466","-0.11430761","-2.07017179","-2.74011592","-1.01747796"," 0.07615812"," 1.12428928"," 1.70993398"," 2.05725165","-1.16052718","-0.65967031","-2.76596831","-0.44259619","-1.05034898"," 0.54730276","-1.09949494"," 0.40534588"," 0.21400921","-1.80807695","-1.80311352"," 1.39087306","-1.11134578","-1.00841517","-2.73319126","-0.35896307","-0.38995509","-1.86950242"," 0.13485946"," 1.14003455"," 0.80627875","-0.87615034"," 2.65156676","-1.17610981","-1.60235217","-0.95029150"," 0.94413414","-1.50440028"," 1.89918852","-0.62936335","-3.57851734","-0.02921190"," 1.19020917"," 1.53233791"," 1.55389791"," 1.35828284"," 0.40534588"," 2.24771332"," 1.38387817"," 1.85639211"," 1.08266726"," 1.16014412"," 2.50667817"," 0.42396145"," 0.05602328"," 1.21893697"," 1.76360182"," 2.07716529"," 1.52591054"," 0.34201619"," 1.88534761"," 0.70621348"," 2.78270254"," 2.81701805"
"w/o MS2:FAHFA 21:0; FAHFA 3:0/18:0; [M-H]-"," 1.70543181","-0.35326152"," 0.74183217"," 1.69505582","-2.83723930","-2.03950411"," 0.22223791"," 1.67989027"," 1.96441516","-0.98256793","-4.10501347","-2.03530927"," 1.93096957"," 1.70951383"," 1.80317488"," 1.30687378"," 1.53331769","-3.03879648"," 1.86535038","-1.61231032"," 2.39125208"," 1.81052978"," 1.55767649","-2.88267257","-0.54318624","-0.65340360"," 1.61525437"," 1.90141073","-1.59433873","-3.88684931","-2.60857954","-0.46789811","-1.94443966","-2.18116580"," 1.24298508","-2.85627840"," 1.54829884"," 1.57876119"," 1.48893961"," 1.52234277"," 1.91745316"," 1.52620008","-1.11235837","-0.25918821"," 1.61043785"," 1.82644638"," 1.57312490","-3.98481560"," 1.64514274"," 1.51779396"," 2.08645968"," 1.55767649"," 1.65870399"," 1.40459659"," 2.25370942","-0.84671018"," 1.92647030"," 1.53043457"," 1.92263003"," 0.03912342","-1.91561940","-2.42368788"," 1.71346722"," 0.01732393"," 1.60574480"," 1.40845414"," 1.85050979","-0.95908013","-0.71486703"," 1.73864110","-0.27980277"," 1.30687378","-0.09462059","-2.79525064"," 0.78352080","-1.21290652"," 0.77762907"," 0.38027416"," 0.72007615"," 0.53870276"," 0.25495969","-2.50582552","-0.02287368"," 0.22971758","-0.30853310","-3.54556338","-2.60149711","-2.57558459","-2.66525383","-0.34232152"," 0.43986193","-1.94930096","-3.73634965","-1.10284963"
"w/o MS2:FAHFA 21:5; FAHFA 18:5/3:0; [M-H]-"," 0.01507786"," 0.47473163"," 0.81100143"," 0.25115839","-0.11152473"," 1.31482850"," 0.90689166"," 0.87136382"," 0.83360822"," 1.43458028"," 1.85646986"," 1.58369440"," 1.13090046"," 1.28924586"," 0.66348636"," 0.39752145"," 0.27670761"," 0.87924766"," 1.15592487"," 0.62416204"," 0.97129127"," 0.81708836"," 0.56583631"," 0.35776669"," 0.72388655"," 0.07948144"," 0.81708836"," 0.85360181"," 1.25228443"," 1.12189257"," 0.73913432"," 0.84014540"," 0.76818625"," 1.48161000"," 0.92034377"," 0.96441634"," 1.07734077"," 1.34899954"," 1.21951841"," 0.72388655"," 1.36847407"," 1.09805019"," 0.86411054"," 0.53263516"," 0.46852671"," 1.15592487"," 0.66348636"," 0.90689166"," 0.36817817"," 0.37960163"," 0.33462974"," 0.55995648"," 0.51702822"," 0.81100143","-0.02505719"," 0.88658112","-0.05453580"," 0.78698474"," 1.01501450"," 0.19330198"," 1.80358213"," 1.49064344"," 1.03830431"," 0.93448262"," 0.65821765"," 0.90010846"," 0.99438929"," 1.17102888"," 2.16968835"," 0.64400482"," 0.86411054"," 0.50392962","-6.26129138","-2.94248184","-2.23558670","-3.32928510","-3.11812435","-2.76195926","-4.13021888","-2.97924303","-2.21328840","-2.30387999","-1.97543103","-2.98810710","-2.35746794","-2.04580313","-1.90630219","-2.37433414","-2.40962571","-2.93269247","-2.61565010","-2.59990037","-2.48245876","-1.34301963"
"w/o MS2:FAHFA 22:0; FAHFA 17:0/5:0; [M-H]-"," 0.128116407"," 0.748582718"," 3.680460534"," 0.995575270"," 0.243458881","-1.122689422"," 0.123625084","-0.598437958","-1.938410298"," 3.860317711","-0.849148047"," 3.727462074"," 0.940149314"," 0.128116407","-0.560531612","-0.879290309"," 3.641711240","-0.560531612","-0.330296761","-0.178145192"," 0.723152410"," 0.381481779","-1.043724213"," 0.950531351"," 1.976798920"," 0.631538661","-0.103868165","-1.217018222"," 0.575619622","-0.959293487","-0.376473165","-0.040940963","-1.208031056"," 3.785492775","-2.326619710","-1.503264377"," 1.925410952"," 0.004999931"," 0.455496511"," 0.287547954"," 0.396411547"," 0.655239839","-1.927714642"," 3.584932867"," 3.348103060"," 0.179659392"," 3.405868369","-0.268101646"," 0.819784441"," 0.331612811"," 0.316182586"," 0.567037894"," 0.735858908"," 0.472921077"," 1.565805984","-0.174488265"," 3.617829951","-1.200215573"," 3.655955452"," 0.586171525"," 0.973545639","-0.226458248"," 3.466494391"," 1.576431358"," 3.440863080"," 0.011002792"," 2.027136094","-0.693443893"," 0.413226309"," 0.132215489"," 0.744267227","-0.520834913","-2.652453451","-0.924566504","-3.199631667","-1.846643610","-2.349992258","-3.021827386","-2.257211390","-2.394144504","-2.284726836","-3.013793356","-2.015723248"," 1.085591514","-2.707334842","-3.770417788","-3.175762882","-2.799284442","-1.862756170"," 0.973545639","-2.317255915","-1.697286606","-2.741438851","-1.159118288"
"w/o MS2:FAHFA 23:3; FAHFA 18:3/5:0; [M-H]-"," 2.06561495"," 1.48319659"," 0.29926338","-0.36202937"," 0.41313872"," 0.51390622"," 0.79697110"," 0.29070694"," 0.93823797"," 0.25277974"," 0.51390622"," 0.11498578","-0.65324208","-0.91882771"," 0.45587321","-1.05923399"," 0.83505679"," 0.01963182","-1.51907179"," 0.45587321"," 0.56779753"," 0.43981440","-1.43378281"," 0.10143921"," 1.92103004"," 1.64402875"," 1.52842083"," 1.15691952"," 0.80695420"," 0.18195585"," 1.22792610","-1.33961199"," 0.38468880"," 0.55706384","-0.25763950"," 0.40696510"," 0.27443660"," 0.42174937"," 0.32877406"," 0.21656758"," 0.62910279"," 0.56779753"," 0.10802765"," 0.08054186"," 0.29070694"," 0.57634006"," 0.57634006"," 0.44712905"," 2.42388789"," 2.04908190"," 3.21039830"," 2.02479865"," 1.96303931"," 1.33423905"," 1.66264937","-1.33411168"," 0.50658384"," 0.52245520"," 0.77749304"," 1.12182287"," 0.33600032"," 0.47989531"," 0.22503607"," 0.02554307"," 0.32877406"," 0.53221551"," 0.96866183"," 0.50658384"," 1.78952891"," 0.39195919"," 0.62910279"," 0.13546884"," 0.59228250"," 0.40696510","-1.40592613","-2.45926186","-1.43378281","-1.89935488","-1.49307182","-1.56570721","-1.97157213","-1.12765409","-3.77283699","-4.53102427","-1.89370632","-1.54047207","-1.31544967","-1.87126757","-1.98528075","-3.07866671","-2.59971433","-1.89370632","-2.50143772","-0.61868258"
"w/o MS2:FAHFA 23:4; FAHFA 20:4/3:0; [M-H]-"," 0.101350952"," 0.895520495"," 0.297586881"," 0.700562362"," 0.940300697"," 0.743184645"," 0.291520322"," 1.127792774"," 0.685643112"," 0.577894700"," 1.020233118","-0.568326872"," 0.592000419"," 0.800812248"," 0.352182819","-0.360804103","-3.103540337","-4.948271326"," 1.020233118"," 0.336790994"," 0.751214716"," 0.792190389"," 0.676333453"," 0.967994504"," 0.809832852"," 0.913740110"," 0.950335338"," 1.839780064"," 0.885468392"," 1.376793298"," 0.700562362"," 1.081313400"," 0.426371954","-1.413064190","-0.372119515"," 1.150938877"," 0.652343322"," 0.447064510"," 0.324430889"," 0.129447615"," 1.400803336"," 0.441324620"," 0.279247921"," 1.030975574"," 1.223830236"," 0.555712464"," 1.100769888"," 0.474166507"," 0.330039810"," 0.114212310","-0.015123762","-0.080664931"," 0.343781726"," 0.009987332"," 0.994411238"," 0.297586881"," 0.800812248"," 0.660555605"," 0.373922696"," 1.138902112"," 0.783196225"," 0.592000419"," 0.511737294"," 0.525292753"," 0.967994504"," 0.057129406"," 0.246670271"," 0.835752044"," 0.538538050"," 0.458339942"," 0.668385379"," 0.330039810","-5.902710961","-1.331799691"," 0.858862154","-5.442711145"," 1.040070912","-0.331743214","-0.873643325","-1.243364916","-0.302142585","-0.574730703","-2.327729041","-0.548783470","-1.527850386","-1.601271422","-0.568326872","-0.994808395","-0.850558251","-1.530715921"," 0.016864959","-1.475664715","-0.966124202","-6.105088080"
"w/o MS2:FAHFA 25:0; FAHFA 22:0/3:0; [M-H]-","-0.19034201"," 0.08081550","-1.30913195"," 1.94891572"," 0.34840868"," 0.71549374"," 0.21244200"," 0.35988564","-0.89028764","-0.95674707","-2.45704590","-1.04252801"," 1.90096822"," 1.59282939","-1.61479277","-1.32575350","-0.15871257"," 0.57725298"," 1.47575836","-1.08025316","-4.48940642","-0.50066606","-0.42024323"," 1.39261142"," 0.86131136","-0.58538097"," 1.18619132"," 1.82312106"," 0.16008261","-1.73411622"," 0.38384737"," 0.49076854"," 1.66748923","-0.43944524"," 0.93856185","-1.14270394"," 1.42345541"," 0.44767324"," 1.43234626"," 0.85536909"," 1.48676908"," 1.27561228"," 0.57725298"," 1.05304375"," 1.42876020"," 0.97908017"," 1.34716384"," 0.71116307"," 0.52695029"," 0.44004973"," 2.63287685"," 0.42013104"," 0.65269262","-0.94747876","-0.36263772"," 0.94922229","-1.48144864"," 1.24272289"," 0.78158491"," 1.46400821","-0.43944524","-1.30038205"," 1.29793089"," 1.07590920"," 1.36199552"," 0.54129247"," 0.28502994","-0.63245650"," 1.86332554"," 0.04329078"," 1.03717004","-2.22436289","-1.03047998"," 1.37537024"," 2.56172919","-1.32575350","-2.38592736"," 1.08662415"," 0.68350721","-2.29624663","-2.67948222","-2.15917177"," 0.01061798","-1.47699240"," 1.02701696","-1.36729594","-3.20572663","-2.29624663","-2.72483222","-2.20206055"," 2.08321619","-2.11224608","-2.32210732"," 0.73162814"
"w/o MS2:FAHFA 25:3; FAHFA 22:3/3:0; [M-H]-"," 2.01676605"," 1.72915935"," 0.33817266"," 1.69287055"," 1.61546856"," 1.69287055"," 1.96809169"," 1.86176552"," 1.03116531","-0.31878035"," 0.45922901"," 1.45213795","-0.95405915","-1.15096674"," 0.63719459","-0.33792116","-0.80899357","-1.17151874","-0.91156095","-1.43686792","-1.09342593","-1.52372171","-2.15228402","-1.36976704"," 0.14758762"," 1.31220074"," 1.69783475"," 2.44158102"," 2.04818649"," 2.21519064"," 2.16921099"," 2.43254087"," 1.74201146"," 2.02764293","-1.28927892","-0.05116960","-1.20674976","-1.13489137","-0.77197788","-3.81012235","-0.70127693"," 0.38627241","-3.00375353","-2.20496740","-1.92646271","-1.43686792","-1.23373378","-0.66909828"," 2.01676605"," 1.51201787"," 1.83317006"," 0.93450147"," 1.42086311"," 1.02284546"," 0.01293001","-0.97531651"," 0.44959691"," 1.77180275"," 1.38012435"," 2.50490330"," 1.74201146","-0.35899321","-2.08622470","-0.35899321","-1.00738344","-1.29381227","-0.46167963","-1.95783761"," 0.95838080","-1.15096674"," 0.14758762"," 0.06364435"," 0.39928184","-0.51359058"," 2.48195855"," 1.53871750"," 2.52061281"," 1.74941067"," 1.63586277"," 1.46215701"," 1.89555398"," 2.09797726","-1.65463137","-2.37359860","-2.45351108","-2.94580633","-1.22742692","-1.80642336","-3.29036723","-2.09540807","-1.94941715","-1.70961079","-1.45082058","-2.87579258"
"w/o MS2:FAHFA 25:6; FAHFA 22:6/3:0; [M-H]-","-3.08834225","-3.45305308"," 0.94836052"," 0.41290593"," 1.19653109"," 0.96969219"," 0.65927718"," 1.41002745"," 1.42125007","-0.29109054"," 0.91808206","-2.40607585"," 0.60542958"," 1.53711606"," 0.62517489","-1.03146776"," 0.76210806","-0.78436671"," 1.57386510","-2.08380016"," 0.78029947"," 0.86430062","-0.18073760","-0.40288447","-1.71557153","-2.48899233"," 1.20946155"," 1.81499840"," 1.32488862"," 1.36242652"," 1.02531943"," 1.56201370"," 0.94360523","-2.49677976","-0.77889981","-0.72970798"," 1.04319549"," 0.93734791"," 0.48477252"," 0.01375907","-0.07507950"," 0.03084862","-1.74853940"," 1.74211971"," 1.21477159"," 0.66972718"," 1.36646487"," 1.42125007"," 0.70627649","-1.44499917","-3.14674205"," 0.44116563","-1.41897403"," 0.42317151"," 1.15411696"," 0.45242365"," 0.66972718"," 1.12107401"," 1.28727486","-1.67356699","-1.40765702"," 1.53056352"," 0.42317151"," 0.94360523"," 1.22127047"," 0.99237457","-2.60888500","-2.61782477","-1.87353058"," 0.94836052"," 0.71679451"," 0.30938097","-5.05149311","-0.34846397"," 1.52600831"," 0.27136015"," 1.80424805"," 0.78422482"," 0.51903158"," 0.34343780"," 0.67545440"," 0.73982501","-0.34846397"," 0.63604350"," 0.15367243","-0.51948594","-3.78031533"," 0.49963412"," 0.65570438"," 0.20060245"," 1.03115736"," 0.17828585","-4.35381995","-1.86122193"
"w/o MS2:FAHFA 36:3; FAHFA 14:1/22:2; [M-H]-"," 1.29884544"," 1.18957182","-2.20630592","-4.01780718","-0.04223692","-0.15599496","-0.57519392","-1.64312447","-1.04531066"," 1.80094207"," 1.52890447"," 1.63358896"," 1.47890598"," 1.17625750"," 1.06742417"," 0.84637738","-3.36867560"," 1.11896189"," 1.37596676"," 1.26292014"," 1.55278980"," 1.35518614"," 1.06742417"," 1.10692090"," 1.41068719"," 1.11031504"," 1.14170283"," 1.81479090","-0.28551630"," 1.42307502","-2.24870091","-0.65762971","-0.30068129"," 2.03748620"," 0.71595830"," 1.26757283"," 1.08661141"," 1.10312953"," 1.07439318"," 1.14665827"," 1.43246580"," 1.12493373"," 1.08299468"," 1.38543872"," 1.17116282"," 1.31508385","-3.27512772"," 1.13291534"," 1.26292014"," 1.25031058"," 1.28348899"," 1.42307502"," 1.13677850"," 1.12861295"," 1.43246580"," 1.26757283"," 1.60649612"," 1.41068719","-0.08729217","-2.09521026","-1.68040394"," 1.34273713"," 1.08661141"," 1.18513982"," 1.35001409"," 1.04540501"," 1.34273713"," 1.36563809"," 2.42061840"," 1.14170283"," 1.40069464"," 0.87857704","-1.17342921","-1.53523838","-4.61611813","-3.93821596","-4.88457779","-0.70732582","-4.63776353","-4.72857235","-3.87359364","-0.30808560","-5.06806536","-1.28605922","-0.69546196","-1.00256621","-0.83744536","-0.78720472","-1.12536910","-1.93018273","-1.40540085","-1.72038062","-1.39684218","-1.25753631"
"w/o MS2:FAHFA 37:3; FAHFA 15:0/22:3; [M-H]-","-2.34464786","-1.40969509"," 1.58364323"," 0.16838102"," 2.26144409"," 0.53662966"," 0.69968930"," 0.40813209"," 1.71866364"," 0.04432263","-1.89096836","-0.70518434","-0.24271605"," 0.30391034","-1.38362366","-0.79446760","-2.81063368"," 0.47592775"," 0.61532747"," 1.14911152","-1.27360494"," 0.79097661","-0.73090561","-1.45626869","-1.65287747","-1.71642276"," 0.20825101"," 2.12007063"," 1.74157174"," 1.48181580"," 1.08479058"," 2.47356604"," 2.22279573","-1.00189733","-2.04668074"," 0.83224907","-1.31004798","-0.73675082","-0.28432699"," 0.85899862","-1.31004798","-0.26625219"," 0.39439723","-0.60187871","-1.84870138"," 0.51260539","-0.35708204","-3.79732668","-1.89096836","-1.79683198","-1.47594924","-0.65853482","-1.72956171","-0.58450921","-1.74818014"," 1.62370795"," 1.86328792"," 1.97819876"," 1.34325107","-1.34577117","-1.42404700","-0.84268867","-0.89138069","-0.32803912","-1.31004798","-0.84671028"," 0.38099421","-1.23124775","-0.46815682","-0.84671028"," 0.71858525","-1.10051585","-0.74759493","-0.75258235"," 3.33890070"," 3.42748118"," 3.64179148"," 3.35311073"," 3.13308134"," 2.88737069"," 3.63679900"," 3.65888609"," 2.91994765"," 2.64495859","-0.68225396","-0.67339551","-1.38362366","-0.99793412","-1.16171398","-0.90594201","-1.43164252","-1.38816632","-3.79732668"," 1.17741221"
"w/o MS2:FAHFA 38:4; FAHFA 16:0/22:4; [M-H]-"," 1.20872633","-1.90694457","-0.04913513"," 2.29797339"," 1.07515098"," 1.98851487"," 2.00766332"," 1.92282746"," 2.09567563","-1.68037961","-1.50880231","-0.21163687","-0.13749147","-1.89082904"," 1.03640617"," 0.37759750","-0.48817040","-1.56386780","-2.01813255","-2.08838555","-1.21677423","-0.25722624","-1.59255119"," 0.41913030","-1.01288952","-1.12030949","-1.39711421"," 0.34173509"," 1.23661175"," 1.10627830","-1.64127090"," 1.59264564"," 2.15646597"," 0.49777178","-0.29617905","-0.39620703","-0.38923676","-0.33342068","-1.96445952","-0.99534007","-1.56386780","-1.40801291","-1.39140735","-1.98169046","-1.31234224"," 1.71959587","-0.74576067"," 1.24626124","-0.92816236","-0.13749147"," 0.03353860","-0.27404485","-1.57005728","-2.31504242"," 1.61233352"," 1.30243247"," 1.63466806"," 1.64594994"," 1.92789634"," 2.08485384"," 1.60815002","-2.03422307","-1.95815666","-2.29364258","-1.43521668"," 1.80504827","-0.06617487","-0.44586532","-2.31504242","-0.60183383","-1.48139877","-0.79725646"," 1.36537334","-1.75766977"," 3.29180164"," 2.63564776"," 3.35257889"," 2.90208053"," 2.49413705"," 2.94779749"," 3.21478786"," 3.34273376"," 1.57343505","-1.45004264","-0.07613585","-0.36141429","-1.83829015","-2.24220683","-1.19990576","-1.14160009","-0.50254756","-0.86811305","-1.54354407"," 1.09263868"
"w/o MS2:FAHFA 38:4; FAHFA 16:2/22:2; [M-H]-"," 3.01993408","-0.85943365","-1.49100979","-2.25617481","-1.25141898","-1.42079846","-0.96816939","-0.67594418","-0.76793069"," 4.02502615"," 3.99956719"," 3.88571712","-1.53373558","-1.87192595","-1.05881148","-1.78304863","-0.22304155"," 3.30430703"," 0.33981399","-1.60220047"," 0.79474840","-0.51921895","-1.40687037","-0.82275367"," 2.61774203"," 3.29728281","-1.12674262","-1.44017824","-0.05489551"," 2.72177437","-1.28401384"," 3.11146213","-1.53373558"," 3.73448502","-1.01707465","-0.30328050","-0.81560965","-1.35985848","-0.80853499","-0.57411702","-1.01707465","-1.02946168","-0.83121961","-1.09783011","-1.73605598"," 0.50929532","-0.35364317"," 2.47353706"," 1.38146518"," 2.04083487"," 3.74277562"," 2.96011559"," 2.82026894"," 2.55863026"," 3.00889135","-1.93516734","-0.94819575","-1.89527316","-0.45684480"," 3.53377833"," 4.29952563"," 2.50343797","-0.86610270","-0.68214311"," 3.28766803","-0.02331543","-1.46127572"," 3.51154036"," 0.18417757","-2.01768849","-1.04608797"," 0.92812022","-1.53373558"," 1.04604151","-2.50933579","-1.63164495","-1.96125687","-1.75805612","-1.51942820","-2.11876173","-1.93516734","-2.08267822","-1.89527316","-1.39320348","-1.32747766"," 1.99971347"," 1.47945384","-1.19627064","-0.93899108","-1.33844704","-2.01768849","-1.64567599","-1.93516734","-0.15496441"
