"id" "Label" "mouseID" "treatmentID" "Exercise" "Weight" "metabolite" "area"
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Glycerate" 0.416536364796362
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Glycerate" 0.638370143112682
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Glycerate" 0.638370143112682
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 0.0209881277580281
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Glycerate" 0.514231561199397
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Glycerate" -0.862531629588748
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Glycerate" 0.416536364796362
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Glycerate" -1.16903866336163
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Glycerate" 0.275576858117075
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Glycerate" -0.748837701206148
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Glycerate" -1.08027591321573
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Glycerate" -5.88625542666802
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Glycerate" -2.91678316132912
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Glycerate" 0.0209881277580281
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Glycerate" 0.879655221037047
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Glycerate" 0.275576858117075
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Glycerate" 0.976277646160743
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Glycerate" -1.16903866336163
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 0.638370143112682
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Glycerate" -0.644221751659614
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Glycerate" -0.748837701206148
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Glycerate" 0.0209881277580281
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 0.748387980485086
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Glycerate" -0.0970234458573285
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Glycerate" 0.416536364796362
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Uracil" -0.0158528133142234
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" -1.2883329292018
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 0.757447159106283
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 0.424777343937836
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Uracil" 0.154535013816715
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Uracil" -0.0158528133142234
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Uracil" 0.757447159106283
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 0.637492109376933
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 0.0335627288482639
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" -1.36027747134916
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 0.757447159106283
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 0.637492109376933
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" -0.864270122499514
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" 0.757447159106283
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Uracil" 0.485215306876255
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 1.08515165864783
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 0.308398262103399
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Uracil" 0.757447159106283
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" -3.10333543400984
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 0.154535013816715
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 0.637492109376933
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Uracil" 0.856740978174931
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" -3.10333543400984
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Uracil" -3.10333543400984
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" -3.4666997048475
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Uracil" 0.702275743220661
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" -3.10333543400984
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Uracil" 1.02642990647151
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Uracil" 0.918072414128453
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 0.856740978174931
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 0.918072414128453
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 0.637492109376933
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Uracil" 0.637492109376933
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Uracil" 0.485215306876255
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 0.702275743220661
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" -3.4666997048475
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" -3.4666997048475
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Uracil" 0.702275743220661
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" -3.10333543400984
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 0.54002407094876
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" -3.10333543400984
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 0.757447159106283
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 0.580286952048157
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Uracil" 0.0335627288482639
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 0.856740978174931
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Uracil" -2.11899720522112
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 0.580286952048157
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Uracil" 0.637492109376933
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Uracil" 0.918072414128453
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 0.81114472543703
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 0.308398262103399
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Uracil" 0.637492109376933
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 0.214148315491742
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 0.424777343937836
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 0.0773695745006455
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 0.856740978174931
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 0.0773695745006455
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 0.580286952048157
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 0.354945057062161
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 0.0773695745006455
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 0.214148315491742
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 0.262439840085625
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" -0.192698487889811
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 0.154535013816715
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Uracil" 0.424777343937836
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Uracil" -3.4666997048475
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 0.81114472543703
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Uracil" -3.4666997048475
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" -1.47280757443188
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Uracil" -3.4666997048475
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" -3.4666997048475
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Uracil" 4.26142649157835
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Uracil" 1.16935504425842
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Uracil" 0.637492109376933
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 0.856740978174931
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 0.856740978174931
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Uracil" 2.4582547467492
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" 2.33048405233741
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 3.64792998138015
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Uracil" 1.92476187262802
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Uracil" -2.48268857095144
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 0.81114472543703
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 1.02642990647151
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 1.71651889437495
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 3.0214367765603
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Proline" 0.424485308579114
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 0.761203206910405
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Proline" 0.114912067431663
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 0.57801728534977
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Proline" 0.896041632059606
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Proline" 1.05131168223417
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Proline" 0.251247565229022
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 0.114912067431663
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Proline" -0.798041064658943
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 0.424485308579114
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 0.761203206910405
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 0.761203206910405
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Proline" 0.896041632059606
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Proline" 1.18091314787218
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Proline" 0.251247565229022
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 0.251247565229022
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Proline" -1.19328074596649
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Proline" 0.761203206910405
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 0.424485308579114
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 1.05131168223417
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Proline" -0.0817995951674785
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Proline" -0.798041064658943
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 0.251247565229022
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Proline" 0.251247565229022
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 0.114912067431663
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Proline" -0.0817995951674785
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 0.251247565229022
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Proline" -0.265110318203178
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Proline" -0.0817995951674785
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Proline" 0.251247565229022
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Proline" -0.437082992561004
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Proline" -0.437082992561004
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Proline" 0.57801728534977
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Proline" -0.99193377147639
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Proline" 0.251247565229022
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Proline" 0.57801728534977
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Proline" -0.0817995951674785
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Proline" 0.114912067431663
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Proline" 0.761203206910405
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 0.424485308579114
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Proline" 0.251247565229022
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Proline" -0.0817995951674785
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Proline" -0.437082992561004
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Proline" -0.601770379731244
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Proline" -0.265110318203178
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Proline" 0.896041632059606
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Proline" -0.437082992561004
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Proline" -0.601770379731244
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Proline" 0.251247565229022
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Proline" -0.99193377147639
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 0.251247565229022
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Proline" -0.0817995951674785
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 0.251247565229022
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 0.251247565229022
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Proline" -0.0817995951674785
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Proline" -0.798041064658943
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Proline" 0.424485308579114
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 0.114912067431663
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Proline" -0.437082992561004
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 0.114912067431663
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Proline" -0.0817995951674785
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Proline" 0.114912067431663
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Proline" -0.0817995951674785
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Proline" -0.0817995951674785
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Proline" -0.265110318203178
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Proline" 0.424485308579114
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Proline" -0.265110318203178
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Proline" 0.896041632059606
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Proline" 1.05131168223417
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Proline" 0.896041632059606
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Proline" 0.424485308579114
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Proline" 0.424485308579114
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Proline" 0.114912067431663
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Proline" -0.0817995951674785
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Proline" -0.437082992561004
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Proline" 0.57801728534977
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Proline" -1.36539598428664
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Proline" -0.601770379731244
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Proline" -2.34478247819495
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Proline" -3.36569398835961
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Proline" 0.251247565229022
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Proline" -0.265110318203178
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Proline" -0.265110318203178
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Proline" -1.36539598428664
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Proline" -1.83497998347127
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Maleic.acid" -3.65737269425969
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Maleic.acid" 1.15157370508319
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Maleic.acid" -0.574415770359904
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Maleic.acid" -3.8000406408148
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Maleic.acid" -4.43939735137353
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Maleic.acid" -3.71628889654239
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Maleic.acid" -2.48776538438785
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Maleic.acid" -3.65737269425969
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Maleic.acid" -0.225521549304975
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Maleic.acid" 2.20684208057171
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Maleic.acid" 0.382984382898763
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Maleic.acid" 0.269656320597752
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Maleic.acid" 1.15157370508319
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Maleic.acid" -0.574415770359904
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Maleic.acid" 0.269656320597752
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Maleic.acid" -1.23333106359156
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Maleic.acid" -0.225521549304975
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Maleic.acid" -0.754884059303219
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Maleic.acid" 1.95680481529999
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Maleic.acid" -0.412760615466089
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Maleic.acid" -0.754884059303219
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Maleic.acid" -0.842008373628642
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Maleic.acid" 1.37370752323307
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Maleic.acid" 1.37370752323307
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Maleic.acid" 1.37370752323307
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Maleic.acid" -0.225521549304975
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Maleic.acid" 1.95680481529999
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Maleic.acid" -0.225521549304975
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Maleic.acid" -0.134736308467161
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Maleic.acid" 0.0547955357543685
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Maleic.acid" 0.0547955357543685
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Maleic.acid" -0.0482488662648908
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Maleic.acid" -0.225521549304975
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Maleic.acid" -0.134736308467161
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Maleic.acid" -0.754884059303219
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Maleic.acid" 1.68511564626566
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Maleic.acid" 1.37370752323307
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Maleic.acid" -0.0482488662648908
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Maleic.acid" 1.68511564626566
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Maleic.acid" -0.574415770359904
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Maleic.acid" 1.37370752323307
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Maleic.acid" -0.134736308467161
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Maleic.acid" 0.382984382898763
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Maleic.acid" 0.382984382898763
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Maleic.acid" 0.269656320597752
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Maleic.acid" 1.68511564626566
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Maleic.acid" -0.412760615466089
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Maleic.acid" -0.225521549304975
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Maleic.acid" -0.650932112967755
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Maleic.acid" -0.134736308467161
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Maleic.acid" 0.159031109493303
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Maleic.acid" -0.0482488662648908
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Maleic.acid" -0.574415770359904
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Maleic.acid" -0.225521549304975
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Maleic.acid" -0.754884059303219
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Maleic.acid" 0.0547955357543685
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Maleic.acid" 0.159031109493303
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Maleic.acid" -0.754884059303219
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Maleic.acid" -0.4863051569146
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Maleic.acid" 0.613342642818328
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Maleic.acid" -0.4863051569146
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Maleic.acid" -0.311772193691192
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Maleic.acid" 0.751618036036659
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Maleic.acid" -0.650932112967755
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Maleic.acid" -0.574415770359904
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Maleic.acid" 1.37370752323307
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Maleic.acid" -0.134736308467161
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Maleic.acid" 1.68511564626566
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Maleic.acid" 1.68511564626566
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Maleic.acid" 1.95680481529999
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Maleic.acid" 1.68511564626566
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Maleic.acid" 0.941175403065178
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Maleic.acid" -0.225521549304975
