"tissue.type"	"metabolite"	"Exercise"	"Weight"	"mean"	"sd"
"tumor"	"Citrate-isocitrate"	"EX"	"AL"	0.126023256297369	0.578615840609846
"tumor"	"Citrate-isocitrate"	"EX"	"ER"	0.301424776616881	0.5685445557714
"tumor"	"Citrate-isocitrate"	"SED"	"AL"	0.507588471845277	0.0999674146753818
"tumor"	"Citrate-isocitrate"	"SED"	"ER"	0.286041236219398	0.590755635631047
"tumor"	"Citrulline"	"EX"	"AL"	-2.16972184951589	0.43567758201922
"tumor"	"Citrulline"	"EX"	"ER"	-1.69112548117391	0.206680988655024
"tumor"	"Citrulline"	"SED"	"AL"	-1.94771467569442	0.217751169765236
"tumor"	"Citrulline"	"SED"	"ER"	-2.03442192962419	0.270834480146414
"tumor"	"CMP"	"EX"	"AL"	-0.0704869833886222	1.50148539872457
"tumor"	"CMP"	"EX"	"ER"	1.3509158838255	1.19377261246459
"tumor"	"CMP"	"SED"	"AL"	0.902137125182962	1.55554157423915
"tumor"	"CMP"	"SED"	"ER"	0.973379911388292	0.493687373279188
"tumor"	"Cyclic-AMP"	"EX"	"AL"	-0.0392016961433222	2.33856676095618
"tumor"	"Cyclic-AMP"	"EX"	"ER"	-1.70114735839777	0.316209074614764
"tumor"	"Cyclic-AMP"	"SED"	"AL"	-0.51589032020098	2.20206194001608
"tumor"	"Cyclic-AMP"	"SED"	"ER"	-1.40743115179942	0.252625954564605
"tumor"	"Cystathionine"	"EX"	"AL"	-1.38133427454649	0.627856896811111
"tumor"	"Cystathionine"	"EX"	"ER"	-1.10787911420159	0.713771209544245
"tumor"	"Cystathionine"	"SED"	"AL"	-2.65472616193221	1.34552004376133
"tumor"	"Cystathionine"	"SED"	"ER"	-1.60481194435174	1.24611298935347
"tumor"	"Cysteine"	"EX"	"AL"	0.727797631461314	1.505961277021
"tumor"	"Cysteine"	"EX"	"ER"	0.013365456967429	0.680045908490832
"tumor"	"Cysteine"	"SED"	"AL"	0.594496337838678	1.15212732135122
"tumor"	"Cysteine"	"SED"	"ER"	0.585202783243008	1.78474546672783
"tumor"	"D-Sedoheptulose-1-7-phosphate"	"EX"	"AL"	2.55508290815065	0.718026561391706
"tumor"	"D-Sedoheptulose-1-7-phosphate"	"EX"	"ER"	2.65828930023331	0.366258346804389
"tumor"	"D-Sedoheptulose-1-7-phosphate"	"SED"	"AL"	1.87503850553248	1.98124253756143
"tumor"	"D-Sedoheptulose-1-7-phosphate"	"SED"	"ER"	2.79135560803337	0.252272920315994
"tumor"	"dAMP"	"EX"	"AL"	1.3361831003857	1.63028268073874
"tumor"	"dAMP"	"EX"	"ER"	2.59808067342316	0.372562768695312
"tumor"	"dAMP"	"SED"	"AL"	2.18639792567373	1.25958701721623
"tumor"	"dAMP"	"SED"	"ER"	2.54312160829754	0.611700094693301
"tumor"	"dCMP"	"EX"	"AL"	1.79311848925243	1.86849492296654
"tumor"	"dCMP"	"EX"	"ER"	2.39146523524127	0.465786664497806
"tumor"	"dCMP"	"SED"	"AL"	2.22292040376664	1.52735320316141
"tumor"	"dCMP"	"SED"	"ER"	2.81651388518164	0.600231706922878
"tumor"	"Deoxyribose-phosphate"	"EX"	"AL"	1.25548408380555	0.800942650786128
"tumor"	"Deoxyribose-phosphate"	"EX"	"ER"	1.62684566308392	0.598839316208334
"tumor"	"Deoxyribose-phosphate"	"SED"	"AL"	1.70380227602062	0.529216941912278
"tumor"	"Deoxyribose-phosphate"	"SED"	"ER"	1.75488764282465	0.362119674482353
"tumor"	"Deoxyuridine"	"EX"	"AL"	-1.37406156919953	1.72722531472795
"tumor"	"Deoxyuridine"	"EX"	"ER"	-1.23068619571707	1.21283823797855
"tumor"	"Deoxyuridine"	"SED"	"AL"	-1.10995627178644	0.9660850448434
"tumor"	"Deoxyuridine"	"SED"	"ER"	-1.37190849927126	0.724067441104158
"tumor"	"Dihydroxy-acetone-phosphate"	"EX"	"AL"	1.60360493357939	1.57453997560468
"tumor"	"Dihydroxy-acetone-phosphate"	"EX"	"ER"	2.10130465813786	0.995642918002189
"tumor"	"Dihydroxy-acetone-phosphate"	"SED"	"AL"	2.02467977576164	0.970178165666697
"tumor"	"Dihydroxy-acetone-phosphate"	"SED"	"ER"	2.07440510516961	0.802925232484614
"tumor"	"dTMP"	"EX"	"AL"	0.991110167279129	1.4322792629665
"tumor"	"dTMP"	"EX"	"ER"	2.82031771917146	0.458202941894838
"tumor"	"dTMP"	"SED"	"AL"	1.84962004740371	1.38478178842441
"tumor"	"dTMP"	"SED"	"ER"	1.79940705587426	0.744332353458631
"tumor"	"Erythrose-4-phosphate"	"EX"	"AL"	0.302856440206809	0.871572445543837
"tumor"	"Erythrose-4-phosphate"	"EX"	"ER"	-0.238245613253467	0.499633871275069
"tumor"	"Erythrose-4-phosphate"	"SED"	"AL"	0.442296819438756	2.27335875348967
"tumor"	"Erythrose-4-phosphate"	"SED"	"ER"	-0.421931696728511	0.663709270354138
"tumor"	"FAD"	"EX"	"AL"	0.464150466683028	0.564742029682684
"tumor"	"FAD"	"EX"	"ER"	1.48276676176822	0.658999214894345
"tumor"	"FAD"	"SED"	"AL"	0.814922707269998	0.539565865889038
"tumor"	"FAD"	"SED"	"ER"	0.725916458953251	0.976109768212419
"tumor"	"FMN"	"EX"	"AL"	0.825207962559476	1.2720257246265
"tumor"	"FMN"	"EX"	"ER"	0.886549690485781	0.980733548161771
"tumor"	"FMN"	"SED"	"AL"	0.721853935303808	0.942711546039234
"tumor"	"FMN"	"SED"	"ER"	1.07515343221825	1.01612853863853
"tumor"	"Fructose-1-6-bisphosphate"	"EX"	"AL"	2.2514612352846	1.29591471602869
"tumor"	"Fructose-1-6-bisphosphate"	"EX"	"ER"	3.12069205562564	0.928510911472214
"tumor"	"Fructose-1-6-bisphosphate"	"SED"	"AL"	2.70344957054743	1.24934966371851
"tumor"	"Fructose-1-6-bisphosphate"	"SED"	"ER"	2.90863266968669	0.465339973426978
"tumor"	"Fructose-6-phosphate"	"EX"	"AL"	1.79545873286382	1.19243565760525
"tumor"	"Fructose-6-phosphate"	"EX"	"ER"	2.52810834124348	0.314196123747111
"tumor"	"Fructose-6-phosphate"	"SED"	"AL"	1.7846630328976	1.49530898981307
"tumor"	"Fructose-6-phosphate"	"SED"	"ER"	2.36177175272908	0.236835576686714
"tumor"	"Fumarate"	"EX"	"AL"	1.24777004686924	0.311777522931195
"tumor"	"Fumarate"	"EX"	"ER"	1.03250750399829	0.492260563915154
"tumor"	"Fumarate"	"SED"	"AL"	1.15036226515345	0.538676998494315
"tumor"	"Fumarate"	"SED"	"ER"	1.35877658458536	0.315738234399024
"tumor"	"GDP"	"EX"	"AL"	-1.13686493198534	2.89691527728606
"tumor"	"GDP"	"EX"	"ER"	-0.041633375463835	2.58330211373134
"tumor"	"GDP"	"SED"	"AL"	-0.214432362154097	2.61159846973396
"tumor"	"GDP"	"SED"	"ER"	-1.0198618150804	2.27998612060101
"tumor"	"Glucarate"	"EX"	"AL"	-0.864684911303885	2.38877775581333
"tumor"	"Glucarate"	"EX"	"ER"	-0.249740549302533	2.17067752937724
"tumor"	"Glucarate"	"SED"	"AL"	0.976464310065801	0.935740024643785
"tumor"	"Glucarate"	"SED"	"ER"	0.365003826331029	1.06429823008924
"tumor"	"Glucono-_-lactone"	"EX"	"AL"	-0.37911929588937	2.51576605875885
"tumor"	"Glucono-_-lactone"	"EX"	"ER"	-2.01577051364043	1.50245903527184
"tumor"	"Glucono-_-lactone"	"SED"	"AL"	-1.47987074239409	2.6445963869925
"tumor"	"Glucono-_-lactone"	"SED"	"ER"	-2.22851122885081	1.01978489003525
"tumor"	"Glucosamine-1-6-phosphate"	"EX"	"AL"	1.12103969857343	1.66498803710078
"tumor"	"Glucosamine-1-6-phosphate"	"EX"	"ER"	0.38965376877155	1.08969901006403
"tumor"	"Glucosamine-1-6-phosphate"	"SED"	"AL"	0.0387686523683585	1.73496397235372
"tumor"	"Glucosamine-1-6-phosphate"	"SED"	"ER"	-0.264677934927343	0.698060856333412
"tumor"	"Glucose"	"EX"	"AL"	-2.28648622855645	0.0275144534630549
"tumor"	"Glucose"	"EX"	"ER"	-3.04966433793935	0.491969364996999
"tumor"	"Glucose"	"SED"	"AL"	-2.35266898271811	0.288596365836587
"tumor"	"Glucose"	"SED"	"ER"	-2.76094893440022	0.323160604764754
"tumor"	"Glucose-1-6-phosphate"	"EX"	"AL"	2.16537618742058	1.01531425825767
"tumor"	"Glucose-1-6-phosphate"	"EX"	"ER"	2.60091802290235	0.253997381619718
"tumor"	"Glucose-1-6-phosphate"	"SED"	"AL"	1.9333507262827	1.58451286052546
"tumor"	"Glucose-1-6-phosphate"	"SED"	"ER"	2.57880915856269	0.3140869501271
"tumor"	"Glutamine"	"EX"	"AL"	-2.14704651473777	0.551513027048817
"tumor"	"Glutamine"	"EX"	"ER"	-1.65226602512225	0.323929850915673
"tumor"	"Glutamine"	"SED"	"AL"	-2.17846646064783	1.33245267454361
"tumor"	"Glutamine"	"SED"	"ER"	-1.82698317082749	0.149545570904346
"tumor"	"Glutathione"	"EX"	"AL"	1.90326370071008	1.59786663615083
"tumor"	"Glutathione"	"EX"	"ER"	2.81514541551867	0.375537700377164
"tumor"	"Glutathione"	"SED"	"AL"	2.29436572545353	1.17384701999781
"tumor"	"Glutathione"	"SED"	"ER"	2.94572870125144	0.445465756606723
"tumor"	"Glutathione-disulfide"	"EX"	"AL"	1.28947701213031	2.20721402932147
"tumor"	"Glutathione-disulfide"	"EX"	"ER"	2.77502660983444	0.126577180866721
"tumor"	"Glutathione-disulfide"	"SED"	"AL"	1.70710953807148	1.81175265818656
"tumor"	"Glutathione-disulfide"	"SED"	"ER"	2.54435388121455	0.173334979988311
"tumor"	"Glyceraldehdye-3-phosphate"	"EX"	"AL"	0.200996821090219	2.34361660428134
"tumor"	"Glyceraldehdye-3-phosphate"	"EX"	"ER"	0.288814164062995	1.81449938823431
"tumor"	"Glyceraldehdye-3-phosphate"	"SED"	"AL"	1.51340943119413	1.69779577822962
"tumor"	"Glyceraldehdye-3-phosphate"	"SED"	"ER"	-0.0124905317670825	1.24971555201112
"tumor"	"Glycerate"	"EX"	"AL"	-0.678219213727012	1.11354977260218
"tumor"	"Glycerate"	"EX"	"ER"	-0.959818863027237	0.457284967276283
"tumor"	"Glycerate"	"SED"	"AL"	-0.750376581930367	0.958954554992019
"tumor"	"Glycerate"	"SED"	"ER"	-1.87694496598519	1.98949609215529
"tumor"	"GMP"	"EX"	"AL"	-0.399124624719109	1.49309190931561
"tumor"	"GMP"	"EX"	"ER"	1.45013725591815	2.03344489818373
"tumor"	"GMP"	"SED"	"AL"	0.80607742620779	1.58252638198772
"tumor"	"GMP"	"SED"	"ER"	0.738067124692216	1.01883658286204
"tumor"	"Histidine"	"EX"	"AL"	0.677905879634303	0.820181756990779
"tumor"	"Histidine"	"EX"	"ER"	1.10722074913048	0.337901847579081
"tumor"	"Histidine"	"SED"	"AL"	0.113884688529527	2.3654219302056
"tumor"	"Histidine"	"SED"	"ER"	0.962734106671338	0.243524767971415
"tumor"	"Homocysteine-Methylcysteine"	"EX"	"AL"	-1.25638291447855	0.588080343077001
"tumor"	"Homocysteine-Methylcysteine"	"EX"	"ER"	-2.29860149344407	0.654832446065914
"tumor"	"Homocysteine-Methylcysteine"	"SED"	"AL"	-1.34652759830581	0.687243888384307
"tumor"	"Homocysteine-Methylcysteine"	"SED"	"ER"	-2.20629240145288	1.30980985229064
"tumor"	"Hydroxyisocaproic-acid"	"EX"	"AL"	-0.68217041951724	1.6930721888797
"tumor"	"Hydroxyisocaproic-acid"	"EX"	"ER"	-1.87835198642068	0.402254971424604
"tumor"	"Hydroxyisocaproic-acid"	"SED"	"AL"	-1.18777962203642	1.62634867749284
"tumor"	"Hydroxyisocaproic-acid"	"SED"	"ER"	-1.89779604040903	0.256042121987077
"tumor"	"Hydroxyphenylacetic-acid"	"EX"	"AL"	0.22207500587051	2.54501665959557
"tumor"	"Hydroxyphenylacetic-acid"	"EX"	"ER"	-1.60329954597109	0.69504910421094
"tumor"	"Hydroxyphenylacetic-acid"	"SED"	"AL"	-1.28034632489105	2.49724835442618
"tumor"	"Hydroxyphenylacetic-acid"	"SED"	"ER"	-1.57276154913806	0.405146596718699
"tumor"	"Hydroxyphenylpyruvate"	"EX"	"AL"	-2.14186846469274	1.51191139594053
"tumor"	"Hydroxyphenylpyruvate"	"EX"	"ER"	-2.51922917269967	1.1851736302322
"tumor"	"Hydroxyphenylpyruvate"	"SED"	"AL"	-2.47807017869983	1.86485567947417
"tumor"	"Hydroxyphenylpyruvate"	"SED"	"ER"	-2.42985971655821	1.07162270015749
"tumor"	"Hydroxyproline-Aminolevulinate"	"EX"	"AL"	0.22442327010529	0.499922463072399
"tumor"	"Hydroxyproline-Aminolevulinate"	"EX"	"ER"	-1.03586609023983	0.536561768219535
"tumor"	"Hydroxyproline-Aminolevulinate"	"SED"	"AL"	-0.364272714799555	0.541961095507094
"tumor"	"Hydroxyproline-Aminolevulinate"	"SED"	"ER"	-0.325068101736086	0.516006970396177
"tumor"	"IMP"	"EX"	"AL"	-1.47469644285976	1.85023709845054
"tumor"	"IMP"	"EX"	"ER"	0.752191676997874	3.11854906644045
"tumor"	"IMP"	"SED"	"AL"	1.10798232744485	2.90115046205678
"tumor"	"IMP"	"SED"	"ER"	-0.34754672176462	1.05216619490532
"tumor"	"Indole-3-carboxylic-acid"	"EX"	"AL"	-1.60469057804382	0.746289841755347
"tumor"	"Indole-3-carboxylic-acid"	"EX"	"ER"	-2.57720503027072	0.583203438390864
"tumor"	"Indole-3-carboxylic-acid"	"SED"	"AL"	-2.00950870238377	1.15160364011746
"tumor"	"Indole-3-carboxylic-acid"	"SED"	"ER"	-2.45371913475627	0.480805386295425
"tumor"	"Inosine"	"EX"	"AL"	-1.17342700416943	2.67494390357718
"tumor"	"Inosine"	"EX"	"ER"	-3.47132769745606	0.590050083642864
"tumor"	"Inosine"	"SED"	"AL"	-2.28297517777638	2.58225560496248
"tumor"	"Inosine"	"SED"	"ER"	-2.26317479978108	3.17420631709776
"tumor"	"Ketoleucine"	"EX"	"AL"	0.0174943737637542	2.5465343191226
"tumor"	"Ketoleucine"	"EX"	"ER"	-1.5858010604583	0.406692645986704
"tumor"	"Ketoleucine"	"SED"	"AL"	-0.819508590980023	2.17209005839936
"tumor"	"Ketoleucine"	"SED"	"ER"	-1.67998787533395	0.522400475519877
"tumor"	"Kynurenic-acid"	"EX"	"AL"	-1.7876040875599	1.248909337982
"tumor"	"Kynurenic-acid"	"EX"	"ER"	-2.64057660245333	0.640159557846349
"tumor"	"Kynurenic-acid"	"SED"	"AL"	-2.32515613314215	1.03158812408847
"tumor"	"Kynurenic-acid"	"SED"	"ER"	-2.31274695480396	0.244063975514719
"tumor"	"Lactate"	"EX"	"AL"	-0.525606685786687	1.31394331439878
"tumor"	"Lactate"	"EX"	"ER"	0.131364971412701	0
"tumor"	"Lactate"	"SED"	"AL"	-0.306616133386891	1.07283022373944
"tumor"	"Lactate"	"SED"	"ER"	0.131364971412701	0
"tumor"	"Leu-Asp--LD-"	"EX"	"AL"	0.667428251948666	1.72308619233252
"tumor"	"Leu-Asp--LD-"	"EX"	"ER"	-0.254807530219282	0.664909604056582
"tumor"	"Leu-Asp--LD-"	"SED"	"AL"	0.249727064360841	1.38131178959853
"tumor"	"Leu-Asp--LD-"	"SED"	"ER"	-0.132295216121656	0.232340287497855
"tumor"	"Leucine-Isoleucine"	"EX"	"AL"	-0.199493601167088	1.84055649666011
"tumor"	"Leucine-Isoleucine"	"EX"	"ER"	0.749771498304156	0.427428762371063
"tumor"	"Leucine-Isoleucine"	"SED"	"AL"	0.349325004339802	1.63819839795693
"tumor"	"Leucine-Isoleucine"	"SED"	"ER"	0.858031979942375	0.391553592541992
"tumor"	"Lysine"	"EX"	"AL"	-0.167224286737789	0.475084228778482
"tumor"	"Lysine"	"EX"	"ER"	0.15859728419151	0.582823700169448
"tumor"	"Lysine"	"SED"	"AL"	-0.50899462461367	2.17271164837438
"tumor"	"Lysine"	"SED"	"ER"	-0.145304262492759	0.19836243080057
"tumor"	"Malate"	"EX"	"AL"	1.22196319295271	0.498248763959442
"tumor"	"Malate"	"EX"	"ER"	1.47108757493243	0
"tumor"	"Malate"	"SED"	"AL"	1.12844200921298	0.839306798639928
"tumor"	"Malate"	"SED"	"ER"	1.47108757493243	0
"tumor"	"Maleic-acid"	"EX"	"AL"	1.32829693812958	0.826863998484858
"tumor"	"Maleic-acid"	"EX"	"ER"	1.62480130103638	0.357450321733799
"tumor"	"Maleic-acid"	"SED"	"AL"	1.41619241519908	0.521268188341551
"tumor"	"Maleic-acid"	"SED"	"ER"	1.39880171854957	0.323514505134224
"tumor"	"Methionine"	"EX"	"AL"	0.360880803835427	0.756107217397622
"tumor"	"Methionine"	"EX"	"ER"	-0.158846126161118	0.662180377639018
"tumor"	"Methionine"	"SED"	"AL"	0.0815525623078595	0.976331568420805
"tumor"	"Methionine"	"SED"	"ER"	0.0433566356357452	0.303800856397632
"tumor"	"N-Acetyl-glucosamine-1-6-phosphate"	"EX"	"AL"	1.10714077995662	3.41914692161469
"tumor"	"N-Acetyl-glucosamine-1-6-phosphate"	"EX"	"ER"	1.57772257457527	0.351585499700218
"tumor"	"N-Acetyl-glucosamine-1-6-phosphate"	"SED"	"AL"	1.14829304740877	2.46738700604253
"tumor"	"N-Acetyl-glucosamine-1-6-phosphate"	"SED"	"ER"	2.24821577774416	0.448143562854393
"tumor"	"N-Acetyl-glutamate"	"EX"	"AL"	-0.256254501832263	0.932236116260211
"tumor"	"N-Acetyl-glutamate"	"EX"	"ER"	0.441270614063196	0.881439011351543
"tumor"	"N-Acetyl-glutamate"	"SED"	"AL"	-0.0405706722186043	1.06901667598397
"tumor"	"N-Acetyl-glutamate"	"SED"	"ER"	0.123055122900873	0.569152072875912
"tumor"	"N-Acetyl-glutamine"	"EX"	"AL"	-1.36583501936479	2.65058659713473
"tumor"	"N-Acetyl-glutamine"	"EX"	"ER"	-2.99812819608701	1.07677815564661
"tumor"	"N-Acetyl-glutamine"	"SED"	"AL"	-2.4717847132734	2.17523336715368
"tumor"	"N-Acetyl-glutamine"	"SED"	"ER"	-3.48266891614688	0.26867693554382
"tumor"	"N-Acetyl-L-alanine"	"EX"	"AL"	1.4214433371213	1.24073381419276
"tumor"	"N-Acetyl-L-alanine"	"EX"	"ER"	1.93155661225403	0.65144609514913
"tumor"	"N-Acetyl-L-alanine"	"SED"	"AL"	1.50718876349372	1.04303459879567
"tumor"	"N-Acetyl-L-alanine"	"SED"	"ER"	2.17299032511953	0.308173494918058
"tumor"	"N-Acetyl-L-ornithine"	"EX"	"AL"	-1.64489491896565	0.603985708518397
"tumor"	"N-Acetyl-L-ornithine"	"EX"	"ER"	-1.95112102858778	1.41885819887561
"tumor"	"N-Acetyl-L-ornithine"	"SED"	"AL"	-1.90895179055901	0.785727824477592
"tumor"	"N-Acetyl-L-ornithine"	"SED"	"ER"	-2.80256227623377	0.585539848733997
"tumor"	"N-Carbamoyl-L-aspartate"	"EX"	"AL"	1.24740838440911	1.78859392437074
"tumor"	"N-Carbamoyl-L-aspartate"	"EX"	"ER"	1.84324849867123	0.611107421337312
"tumor"	"N-Carbamoyl-L-aspartate"	"SED"	"AL"	2.03861607725952	0.770945553255725
"tumor"	"N-Carbamoyl-L-aspartate"	"SED"	"ER"	2.04361640102018	0.633918894196322
"tumor"	"Nicotinate"	"EX"	"AL"	0.0705575331785928	2.17349934836432
"tumor"	"Nicotinate"	"EX"	"ER"	0.47818294886322	0.715486842950763
"tumor"	"Nicotinate"	"SED"	"AL"	0.410250956389096	0.811980806879038
"tumor"	"Nicotinate"	"SED"	"ER"	0.561113457488314	0.799866427539857
"tumor"	"Octoluse-bisphosphate"	"EX"	"AL"	0.940760754648416	1.03000403439741
"tumor"	"Octoluse-bisphosphate"	"EX"	"ER"	1.55517482934744	1.75259285252541
"tumor"	"Octoluse-bisphosphate"	"SED"	"AL"	1.75362457682906	1.7756304671232
"tumor"	"Octoluse-bisphosphate"	"SED"	"ER"	1.32975086922188	1.31740686858949
"tumor"	"Ornithine"	"EX"	"AL"	0.581923391686411	1.6855757082228
"tumor"	"Ornithine"	"EX"	"ER"	0.51811044231994	1.01588766495519
"tumor"	"Ornithine"	"SED"	"AL"	0.126576028777181	1.08113652211764
"tumor"	"Ornithine"	"SED"	"ER"	0.882642294046903	0.954819035823509
"tumor"	"Pantetheine"	"EX"	"AL"	1.3926831335142	1.30592344882559
"tumor"	"Pantetheine"	"EX"	"ER"	2.43005003752728	0.912671162661255
"tumor"	"Pantetheine"	"SED"	"AL"	1.11163930109311	1.1615770472052
"tumor"	"Pantetheine"	"SED"	"ER"	2.59679150378117	1.05851815940711
"tumor"	"Pantothenate"	"EX"	"AL"	0.52848632078982	0.613677727608239
"tumor"	"Pantothenate"	"EX"	"ER"	0.165912867416304	3.18574458509057
"tumor"	"Pantothenate"	"SED"	"AL"	-0.49358187928979	2.93596171715834
"tumor"	"Pantothenate"	"SED"	"ER"	0.240805287109163	2.87671154759213
"tumor"	"Phenylalanine"	"EX"	"AL"	0.264032506145752	2.15799098254279
"tumor"	"Phenylalanine"	"EX"	"ER"	1.0615961325717	0.314943759082662
"tumor"	"Phenylalanine"	"SED"	"AL"	0.198353749156542	1.78445823473976
"tumor"	"Phenylalanine"	"SED"	"ER"	0.980640858392499	0.34449121267845
"tumor"	"Phenyllactic-acid"	"EX"	"AL"	-0.0669618145110491	2.07810969618697
"tumor"	"Phenyllactic-acid"	"EX"	"ER"	-1.39325012334048	1.08646495153557
"tumor"	"Phenyllactic-acid"	"SED"	"AL"	-1.01593215249401	1.81290876311799
"tumor"	"Phenyllactic-acid"	"SED"	"ER"	-1.52826339273502	0.431693708872915
"tumor"	"Phenylpyruvate"	"EX"	"AL"	-1.35231252148111	2.03615884713717
"tumor"	"Phenylpyruvate"	"EX"	"ER"	-2.1344279138223	1.25851426575532
"tumor"	"Phenylpyruvate"	"SED"	"AL"	-2.31635032624229	1.7339638289301
"tumor"	"Phenylpyruvate"	"SED"	"ER"	-2.0028689572188	0.598182792159491
"tumor"	"Phosphoenolpyruvate"	"EX"	"AL"	-0.126798146019445	1.35227704496977
"tumor"	"Phosphoenolpyruvate"	"EX"	"ER"	0.380964612601886	1.39821858132447
"tumor"	"Phosphoenolpyruvate"	"SED"	"AL"	-0.775995531187528	1.43128669294165
"tumor"	"Phosphoenolpyruvate"	"SED"	"ER"	-0.218253824025927	1.92845290182614
"tumor"	"Pipecolic-Acid"	"EX"	"AL"	-0.941359940430872	1.24680442691252
"tumor"	"Pipecolic-Acid"	"EX"	"ER"	-2.1291923626427	0.871690540759333
"tumor"	"Pipecolic-Acid"	"SED"	"AL"	-0.683505657207571	0.974033798469693
"tumor"	"Pipecolic-Acid"	"SED"	"ER"	-1.98522549936896	0.980137116607477
"tumor"	"Pro-Asp--PD-"	"EX"	"AL"	0.859201757158985	1.72960055578026
"tumor"	"Pro-Asp--PD-"	"EX"	"ER"	1.3883899149611	0.193045157098224
"tumor"	"Pro-Asp--PD-"	"SED"	"AL"	1.34775030317481	0.452576647263033
"tumor"	"Pro-Asp--PD-"	"SED"	"ER"	1.54380315529793	0.604075825458449
"tumor"	"Proline"	"EX"	"AL"	0.179083540815621	1.04857542112081
"tumor"	"Proline"	"EX"	"ER"	0.609166684655424	0.286259525035333
"tumor"	"Proline"	"SED"	"AL"	0.150528569836668	1.26830765276137
"tumor"	"Proline"	"SED"	"ER"	0.253485619612969	0.184885364031707
"tumor"	"Pyroglutamic-acid"	"EX"	"AL"	-0.017813755050377	1.26953738641682
"tumor"	"Pyroglutamic-acid"	"EX"	"ER"	2.09747569375161	2.37524797316247
"tumor"	"Pyroglutamic-acid"	"SED"	"AL"	-0.139029375662521	1.22344623269371
"tumor"	"Pyroglutamic-acid"	"SED"	"ER"	1.12080594944546	2.72680958734146
"tumor"	"Pyruvate"	"EX"	"AL"	-1.26973477218783	1.89765850230816
"tumor"	"Pyruvate"	"EX"	"ER"	-2.21265574021953	0.331751333893389
"tumor"	"Pyruvate"	"SED"	"AL"	-1.19047152729988	1.76021417646316
"tumor"	"Pyruvate"	"SED"	"ER"	-1.85256024266603	0.307871300741728
"tumor"	"Quinolinate"	"EX"	"AL"	-0.487731974120629	1.60532632880094
"tumor"	"Quinolinate"	"EX"	"ER"	-1.69459203862701	1.54142996726698
"tumor"	"Quinolinate"	"SED"	"AL"	1.35047586241392	1.17275263027457
"tumor"	"Quinolinate"	"SED"	"ER"	-0.698838443092455	0.523456099341706
"tumor"	"Riboflavin"	"EX"	"AL"	0.174700381519084	0.761113061822746
"tumor"	"Riboflavin"	"EX"	"ER"	-0.629992824307962	1.11073446209016
"tumor"	"Riboflavin"	"SED"	"AL"	-0.0402724514438367	1.12090951336512
"tumor"	"Riboflavin"	"SED"	"ER"	-0.191826622807332	0.696675330325602
"tumor"	"Ribose"	"EX"	"AL"	-1.96922359363332	0.758163668377241
"tumor"	"Ribose"	"EX"	"ER"	-2.81389513626334	0.186131576749408
"tumor"	"Ribose"	"SED"	"AL"	-2.25952954691433	1.25558366888619
"tumor"	"Ribose"	"SED"	"ER"	-2.77207092700183	0.800598841619051
"tumor"	"Ribose-5-phosphate"	"EX"	"AL"	1.1446570470363	0.760564066534972
"tumor"	"Ribose-5-phosphate"	"EX"	"ER"	1.57294603059505	0.639156266679845
"tumor"	"Ribose-5-phosphate"	"SED"	"AL"	0.944928042478222	0.777866034964844
"tumor"	"Ribose-5-phosphate"	"SED"	"ER"	1.43312015386182	0.56520399094463
"tumor"	"Ribulose-5-phosphate"	"EX"	"AL"	1.05915851126768	2.11469197131022
"tumor"	"Ribulose-5-phosphate"	"EX"	"ER"	1.42649793116869	0.597071966430564
"tumor"	"Ribulose-5-phosphate"	"SED"	"AL"	1.71853829304483	1.26019117917422
"tumor"	"Ribulose-5-phosphate"	"SED"	"ER"	1.87081502710545	0.671234022346113
"tumor"	"S-Adenosyl-L-homocysteine"	"EX"	"AL"	-0.176583741810993	0.551410135190255
"tumor"	"S-Adenosyl-L-homocysteine"	"EX"	"ER"	-0.182695658392271	0.553130037673981
"tumor"	"S-Adenosyl-L-homocysteine"	"SED"	"AL"	-0.00135534469669517	0.504302916029913
"tumor"	"S-Adenosyl-L-homocysteine"	"SED"	"ER"	0.433785287733095	0.432533767920697
"tumor"	"S-Methyl-5--thioadenosine"	"EX"	"AL"	-1.16111489960205	1.69752051430431
"tumor"	"S-Methyl-5--thioadenosine"	"EX"	"ER"	-1.4451922103171	1.84535219752997
"tumor"	"S-Methyl-5--thioadenosine"	"SED"	"AL"	-1.01873080163077	2.68383069977222
"tumor"	"S-Methyl-5--thioadenosine"	"SED"	"ER"	-0.579928331580488	1.4770091764152
"tumor"	"Sedoheptoluse-bisphosphate"	"EX"	"AL"	2.0286600760234	1.84477933253819
"tumor"	"Sedoheptoluse-bisphosphate"	"EX"	"ER"	2.85938223683205	1.23437417768687
"tumor"	"Sedoheptoluse-bisphosphate"	"SED"	"AL"	2.41758351417339	1.75298948549766
"tumor"	"Sedoheptoluse-bisphosphate"	"SED"	"ER"	2.86143712229671	0.610105804090024
"tumor"	"Serine"	"EX"	"AL"	-0.912238186649848	0.946663031231181
"tumor"	"Serine"	"EX"	"ER"	-0.650374689369907	0.41677744267847
"tumor"	"Serine"	"SED"	"AL"	-1.10267563303575	1.12686602474983
"tumor"	"Serine"	"SED"	"ER"	-0.710748099104065	0.159612831651633
"tumor"	"sn-Glycerol-3-phosphate"	"EX"	"AL"	0.590255513409335	1.26515114017851
"tumor"	"sn-Glycerol-3-phosphate"	"EX"	"ER"	0.207528647172355	0.504712276194448
